submitted_name,normalized_name,proposed_formula,matched_existing_object,match_type,ev_state,hold_kind,failure_class,final_disposition,blocker_subtype,residual_home,confidence,source,note,object_type,evidence_state,blocker_id,owner
Phasing ss Dyno,phasingssdyno,,,,undefined_operator,phasing,unknown-modifier-token,C,undefined-operator:phasing,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Phasing ss Mirage,phasingssmirage,,,,undefined_operator,phasing,unknown-modifier-token,C,undefined-operator:phasing,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Phasing ss Swirl,phasingssswirl,,,,undefined_operator,phasing,unknown-modifier-token,C,undefined-operator:phasing,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Railing Butterfly,railingbutterfly,,railing_butterfly,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:railing,Scoring paper,high,FM,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Railing Ducking Legover,railingduckinglegover,,railing_ducking_legover,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:railing,Scoring paper,high,FM,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Railing Illusion,railingillusion,,railing_illusion,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:railing,Scoring paper,high,FM,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Railing Legover,railinglegover,,railing_legover,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:railing,Scoring paper,high,FM,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Railing Mirage,railingmirage,,railing_mirage,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:railing,Scoring paper,high,FM,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Slapping Butterfly,slappingbutterfly,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Drifter,slappingdrifter,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Guay,slappingguay,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Mirage,slappingmirage,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Osis,slappingosis,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Pickup,slappingpickup,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Reverse Guay,slappingreverseguay,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Reverse Whirl,slappingreversewhirl,,,,undefined_operator,slapping,unknown-modifier-token,C,undefined-operator:slapping,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slapping Weaving Butterfly (Quantanamera),slappingweavingbutterflyquantanamera,,quantanamera,name-or-alias-resolution,alias,alias,unknown-modifier-token,A,undefined-operator:slapping,Scoring paper,high,SG,section=doctrine intake=doctrine_unresolved requeue=ev-restructure-2026-07-14-live-identity-resolution,complete-trick,compositional-name-only,,mechanical
Slaying Butterfly,slayingbutterfly,,,,undefined_operator,slaying,unknown-modifier-token,C,undefined-operator:slaying,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slaying Illusion,slayingillusion,,,,undefined_operator,slaying,unknown-modifier-token,C,undefined-operator:slaying,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slaying Mirage,slayingmirage,,,,undefined_operator,slaying,unknown-modifier-token,C,undefined-operator:slaying,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slaying ss Flail,slayingssflail,,,,undefined_operator,slaying,unknown-modifier-token,C,undefined-operator:slaying,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slaying ss Symposium Mirage,slayingsssymposiummirage,,,,undefined_operator,slaying,unknown-modifier-token,C,undefined-operator:slaying,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Slicing Butterfly,slicingbutterfly,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:slicing,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Snapping Butterfly,snappingbutterfly,,,,undefined_operator,snapping,unknown-modifier-token,C,undefined-operator:snapping,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Snapping Symposium Mirage,snappingsymposiummirage,,,,undefined_operator,snapping,unknown-modifier-token,C,undefined-operator:snapping,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Sonic Illusion,sonicillusion,,,,undefined_operator,sonic,unknown-modifier-token,C,undefined-operator:sonic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Sonic Legover,soniclegover,,,,undefined_operator,sonic,unknown-modifier-token,C,undefined-operator:sonic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Sonic Mirage,sonicmirage,,,,undefined_operator,sonic,unknown-modifier-token,C,undefined-operator:sonic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Sonic Pickup,sonicpickup,,,,undefined_operator,sonic,unknown-modifier-token,C,undefined-operator:sonic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Sonic Torque,sonictorque,,,,undefined_operator,sonic,unknown-modifier-token,C,undefined-operator:sonic,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Splicing Paradox Mirage,splicingparadoxmirage,,splicing_paradox_mirage,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:splicing,Scoring paper,high,SG,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Spyro Gyro,spyrogyro,gyro(+1) + spyro(1) = 2,,,ready,ready,,C,undefined-operator:spyro,Scoring paper,high,FM,section=frontier intake=promotion_ready,complete-trick,derivable-notation,Q14,james+red
Surfing Osis,surfingosis,,surfing_osis,promoted-canonical,canonical,canonical,unknown-modifier-token,A,undefined-operator:surfing,Scoring paper,high,SG,section=parser intake=low_confidence promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Symp. Eggbeating Mirage,sympeggbeatingmirage,,,,authoring,authoring,unknown-modifier-token,C,undefined-operator:symp,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Miraging Symple Butterfly,miragingsymplebutterfly,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Butterfly,symplebutterfly,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Butterfly (same side),symplebutterflysameside,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Guay,sympleguay,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Legover,symplelegover,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Pickup,symplepickup,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Reverse Guay,symplereverseguay,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Reverse Swirl (far),symplereverseswirl,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Reverse Swirl (same side),symplereverseswirlsameside,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Swirl (far),sympleswirl,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Symple Swirl (same side),sympleswirlsameside,,,,undefined_operator,symple,unknown-modifier-token,C,undefined-operator:symple,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twinspinning Illusion,twinspinningillusion,,,,undefined_operator,twinspinning,unknown-modifier-token,C,undefined-operator:twinspinning,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twinspinning Legover,twinspinninglegover,,,,undefined_operator,twinspinning,unknown-modifier-token,C,undefined-operator:twinspinning,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twinspinning Pickup,twinspinningpickup,,,,undefined_operator,twinspinning,unknown-modifier-token,C,undefined-operator:twinspinning,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twinspinning ss Mirage,twinspinningssmirage,,,,undefined_operator,twinspinning,unknown-modifier-token,C,undefined-operator:twinspinning,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twisted Butterfly,twistedbutterfly,,,,undefined_operator,twisted,unknown-modifier-token,C,undefined-operator:twisted,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twisted PS Whirl,twistedpswhirl,,,,undefined_operator,twisted,unknown-modifier-token,C,undefined-operator:twisted,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twisted Torque,twistedtorque,,,,undefined_operator,twisted,unknown-modifier-token,C,undefined-operator:twisted,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Butterfly Symp. Twisting near Toe,butterflysymptwistingneartoe,,,,undefined_operator,twisting,unknown-modifier-token,C,undefined-operator:twisting,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twisting near Osis,twistingnearosis,,,,undefined_operator,twisting,unknown-modifier-token,C,undefined-operator:twisting,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Twisting near Pickup,twistingnearpickup,,,,undefined_operator,twisting,unknown-modifier-token,C,undefined-operator:twisting,Scoring paper,high,PB,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Pixie Wonton Butterfly,pixiewontonbutterfly,,,,undefined_operator,wonton,unknown-modifier-token,C,undefined-operator:wonton,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Wonton ss Symposium Mirage,wontonsssymposiummirage,,,,undefined_operator,wonton,unknown-modifier-token,C,undefined-operator:wonton,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Wrecking Mirage,wreckingmirage,,,,undefined_operator,wrecking,unknown-modifier-token,C,undefined-operator:wrecking,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Wrecking Pickup,wreckingpickup,,,,undefined_operator,wrecking,unknown-modifier-token,C,undefined-operator:wrecking,Scoring paper,high,SG,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Zipper Stepping Op Butterfly Zipper,zippersteppingopbutterflyzipper,,,,undefined_operator,zipper,unknown-modifier-token,C,undefined-operator:zipper,Scoring paper,high,FM,section=parser intake=low_confidence,complete-trick,compositional-name-only,Q02,james+red
Butterfly Dragon,butterflydragon,butterfly-dex + dragon catch = 3,butterfly_dragon,promoted-canonical,canonical,canonical,,A,,,high,FM,section=parser intake=low_confidence identity=ruled-2026-07-13-single-firefly promoted=2026-07-14-james-session-1-batch-D2-D3-D4,complete-trick,derivable-notation,,mechanical
Butterfly Flapper (Buttersole) (Sole Train),butterflyflapperbuttersolesoletrain,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=parser intake=low_confidence identity=ruled-2026-07-13-naming-chain-of-buttersole,complete-trick,compositional-name-only,,mechanical
