canonical_slug,canonical_display_name,frontier_tier,frontier_failures,recommended_action,raw_source_count,source_family_count,source_families,source_systems,in_canonical_db,canonical_publication_status,canonical_official_add,canonical_has_notation,canonical_has_op_notation,notation_source_count,notation_canonical,notation_fm,notation_fborg,notation_passback,notation_stanford,notation_internal_ts,parser_status,per_family_add_claims,add_claim_min,add_claim_max,add_claim_spread,doctrine_divergence_tier,composite_modifier_flag
barraging-osis,barraging osis,2_curator_review,divergence_large,curator_review_single_filter,4,3,"canonical,passback,stanford","canonical_db,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,1,3,CLIP > OP IN [DEX] > SAME IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],,,"double-dex Torque, (downtime) Barraging far Osis",X.-1+1/-X,,parser-clean,canonical=5;passback=2;stanford=5,2,5,3,large,0
blurry-drifter,,2_curator_review,composite_modifier,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,2,,stepping(+1) + paradox(+1) + drifter(3) --> 5 ADDs,,,X-1.-1+X,,parser-clean,fm=5;stanford=5,5,5,0,none,1
blurry-whirl,blurry whirl,2_curator_review,composite_modifier,curator_review_single_filter,4,3,"canonical,fm,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,stanford_corpus",1,canonical_active,5,0,0,2,,stepping(+1) + paradox(+1) + whirl(3) --> 5 ADDs (Red 2026-05-15),,,X-1.-1-X,,parser-clean,canonical=5;fm=5;stanford=5,5,5,0,none,1
buttersole,,2_curator_review,parser_unclean,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Set >> Op Out (DEX) > Op Flapper (XBD)(UNS)(DEL),,,Z.-0-S,Set >> Op Out (DEX) > Op Flapper (XBD)(UNS)(DEL),needs-review,fm=4;stanford=4,4,4,0,none,0
catacomb,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > Same In (DEX) >> Same In (DEX) > Same Clip (XBD)(DEL),,Pixie near Drifter,,Toe > Same In (DEX) >> Same In (DEX) > Same Clip (XBD)(DEL),no-stanford,fm=4;passback=2,2,4,2,large,0
fairy-beater,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),,Fairy far Butterfly,,Toe > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),no-stanford,fm=4;passback=2,2,4,2,large,0
frankenstein,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL),,"Fairy near Swirling near Swirl, Phasing near Swirl, Fairy Ripstein",,Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL),no-stanford,fm=5;passback=3,3,5,2,large,0
freak,,2_curator_review,parser_unclean,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Toe > Same Out (DEX) >> Same Crossbody Rake (XBD)(DEL)(DEX),,,Z+0.+xR,Toe > Same Out (DEX) >> Same Crossbody Rake (XBD)(DEL)(DEX),needs-review,fm=4;stanford=4,4,4,0,none,0
gyro-dlo,,2_curator_review,composite_modifier,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,X.\+1-0+Z,,parser-clean,fm=4;stanford=4,4,4,0,none,1
gyro-illusion,,2_curator_review,composite_modifier,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,X.\+0-Z,,parser-clean,fm=3;stanford=3,3,3,0,none,1
gyro-mirage,,2_curator_review,composite_modifier,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,X.\+1-Z,,parser-clean,fm=3;stanford=3,3,3,0,none,1
gyro-whirl,,2_curator_review,composite_modifier,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,1,,,,,X.\+1-X,,parser-clean,fm=4;stanford=4,4,4,0,none,1
mofly,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> Op In (DEX) > (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),,(downtime) Miraging far Symp. Double Down,,Clip >> Op In (DEX) > (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),no-stanford,fm=6;passback=3,3,6,3,large,0
revstein,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> Same Front Swirl (DEX) >> Same Fornt Swirl (DEX)(XDEX) > Same Clip (XBD)(DEL),,double-dex Twist,,Clip >> Same Front Swirl (DEX) >> Same Fornt Swirl (DEX)(XDEX) > Same Clip (XBD)(DEL),no-stanford,fm=4;passback=2,2,4,2,large,0
sasquatch,,2_curator_review,parser_unclean,curator_review_single_filter,4,3,"fm,internal_ts,stanford","fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,3,,Clip > Op In (DEX) >> (no plant while) Op Front Whirl (DEX)(BOD)(PDX) > Op XBD Rake (XBD)(DEL)(DEX),,,X-1.-!1-xR,Clip > Op In (DEX) >> (no plant while) Op Front Whirl (DEX)(BOD)(PDX) > Op XBD Rake (XBD)(DEL)(DEX),needs-review,fm=7;stanford=7,7,7,0,none,0
spanishfly,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,2,,,,Clipper Ducking far Double Down,,Clipper Ducking far Double Down,no-stanford,fm=5;internal_ts=2;passback=2,2,5,3,large,0
spinning-symposium-whirl,spinning symposium whirl,2_curator_review,divergence_large,curator_review_single_filter,4,3,"canonical,passback,stanford","canonical_db,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,1,0,3,SPINNING SYMPOSIUM WHIRL,,,Spinning far Symp. Whirl,X.\-!1-X,,parser-clean,canonical=5;passback=1;stanford=6,1,6,5,large,0
spinning-torque,spinning torque,2_curator_review,divergence_large,curator_review_single_filter,4,3,"canonical,passback,stanford","canonical_db,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,5,0,0,2,,,,Spinning Torque,X.\-1/-X,,parser-clean,canonical=5;passback=1;stanford=6,1,6,5,large,0
spyro-gyro,,2_curator_review,composite_modifier,curator_review_single_filter,4,3,"fborg,fm,internal_ts","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,tracked_names_ts",0,,,0,0,3,,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),,,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),no-stanford,fborg=5;fm=5,5,5,0,none,1
swivel,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> (no plant while) Same Front Swirl (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL),,Symp. Twirl,,Clip >> (no plant while) Same Front Swirl (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL),no-stanford,fm=5;passback=1,1,5,4,large,0
tapdown,tapdown,2_curator_review,divergence_large,curator_review_single_filter,4,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake",1,canonical_active,4,1,0,3,TAPPING BUTTERFLY,Toe > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),,Atomic near Butterfly,,,no-stanford,canonical=4;fm=4;passback=2,2,4,2,large,0
torquescrew,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> Op In (DEX) > Op Back Whirl (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),,"Torque Dyno, (downtime) Miraging Dyno",,Clip >> Op In (DEX) > Op Back Whirl (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),no-stanford,fm=5;passback=2,2,5,3,large,0
trifly,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> Same Out (DEX) >> Same Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Clipper far triple-dex Butterfly,,Clip >> Same Out (DEX) >> Same Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),no-stanford,fm=6;passback=3,3,6,3,large,0
void,,2_curator_review,divergence_large,curator_review_single_filter,4,4,"fm,internal_ts,passback,stanford","fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,2,,,,Spinning far Drifter,X.\-1+X,,parser-clean,fm=5;passback=1;stanford=5,1,5,4,large,0
snowflake,,3_deferred,"parser_unclean,divergence_large",defer_multi_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX),,Drifter Rake,X.+1+xR,Clip >> Same In (DEX)(PDX) > Same XBD Rake (XBD)(DEL)DEX),needs-review,fm=5;passback=1;stanford=5,1,5,4,large,0
