"name","slug","governance_state","category","source_corpus","ecosystems","parent_family","completeness","publication_status","parse_confidence","add_confidence"
"Contact","contact","3 Observationally represented","A","passback","","","name-only","","",""
"Creature","creature","3 Observationally represented","A","passback","","","name-only","","",""
"Delusion","delusion","3 Observationally represented","A","passback","","","name-only","","",""
"Dex, Dexterity","dex-dexterity","3 Observationally represented","A","passback","","","name-only","","",""
"Dimmier","dimmier","3 Observationally represented","A","passback","","","name-only","","",""
"Dimmiest","dimmiest","3 Observationally represented","A","passback","","","name-only","","",""
"double-dex ATW","double-dex-atw","3 Observationally represented","A","passback","","","name-only","","",""
"double-dex Butterfly","double-dex-butterfly","3 Observationally represented","A","passback","","","name-only","","",""
"double-dex Illusion","double-dex-illusion","3 Observationally represented","A","passback","","","name-only","","",""
"double-dex Legover","double-dex-legover","3 Observationally represented","A","passback","","","name-only","","",""
"double-dex Mirage","double-dex-mirage","3 Observationally represented","A","passback","","","name-only","","",""
"double-dex Twist","double-dex-twist","3 Observationally represented","A","passback","","","name-only","","",""
"Flailing far Butterfly","flailing-far-butterfly","3 Observationally represented","A","passback","","","name-only","","",""
"Flare","flare","3 Observationally represented","A","passback","","","name-only","","",""
"Food Processor, Food","food-processor-food","3 Observationally represented","A","passback","","","name-only","","",""
"Frantic op Butterfly","frantic-op-butterfly","3 Observationally represented","A","passback","","","name-only","","",""
"Full Symp Kiwi","full-symp-kiwi","3 Observationally represented","A","passback","","","name-only","","",""
"Ghost","ghost","3 Observationally represented","A","passback","","","name-only","","",""
"Gravedigger","gravedigger","3 Observationally represented","A","passback","","","name-only","","",""
"Green Eggs and Ham","green-eggs-and-ham","3 Observationally represented","A","passback","","","name-only","","",""
"Id","id","3 Observationally represented","A","passback","","","name-only","","",""
"In(-Out) Dex","in-out-dex","3 Observationally represented","A","passback","","","name-only","","",""
"Inside Stall moved to Clipper Stall","inside-stall-moved-to-clipper-stall","3 Observationally represented","A","passback","","","name-only","","",""
"Jackknife","jackknife","3 Observationally represented","A","passback","","","name-only","","",""
"Johnny Vodka","johnny-vodka","3 Observationally represented","A","passback","","","name-only","","",""
"Kilo","kilo","3 Observationally represented","A","passback","","","name-only","","",""
"King Koopa","king-koopa","3 Observationally represented","A","passback","","","name-only","","",""
"Lawn Moir","lawn-moir","3 Observationally represented","A","passback","","","name-only","","",""
"Legover, Switch","legover-switch","3 Observationally represented","A","passback","","","name-only","","",""
"Leviathon","leviathon","3 Observationally represented","A","passback","","","name-only","","",""
"Mama Curve","mama-curve","3 Observationally represented","A","passback","","","name-only","","",""
"Midtime Toe near Illusion","midtime-toe-near-illusion","3 Observationally represented","A","passback","","","name-only","","",""
"Midtime Toe near Mirage","midtime-toe-near-mirage","3 Observationally represented","A","passback","","","name-only","","",""
"Miraging far Clipper","miraging-far-clipper","3 Observationally represented","A","passback","","","name-only","","",""
"Miraging far Legover","miraging-far-legover","3 Observationally represented","A","passback","","","name-only","","",""
"Miraging far Osis","miraging-far-osis","3 Observationally represented","A","passback","","","name-only","","",""
"Miraging Kilo","miraging-kilo","3 Observationally represented","A","passback","","","name-only","","",""
"Mobiusscrew","mobiusscrew","3 Observationally represented","A","passback","","","name-only","","",""
"Monster","monster","3 Observationally represented","A","passback","","","name-only","","",""
"Mortal Kombat","mortal-kombat","3 Observationally represented","A","passback","","","name-only","","",""
"Motorfly","motorfly","3 Observationally represented","A","passback","","","name-only","","",""
"Nagellam","nagellam","3 Observationally represented","A","passback","","","name-only","","",""
"Nemesis Osis","nemesis-osis","3 Observationally represented","A","passback","","","name-only","","",""
"Nemosis","nemosis","3 Observationally represented","A","passback","","","name-only","","",""
"Out(-In) Dex","out-in-dex","3 Observationally represented","A","passback","","","name-only","","",""
"Pdx. Fusion","pdx-fusion","3 Observationally represented","A","passback","","","name-only","","",""
"Pdx. Merlin","pdx-merlin","3 Observationally represented","A","passback","","","name-only","","",""
"Pdx. Toxic","pdx-toxic","3 Observationally represented","A","passback","","","name-only","","",""
"Rev. Big Apple","rev-big-apple","3 Observationally represented","A","passback","","","name-only","","",""
"Rotor","rotor","3 Observationally represented","A","passback","","","name-only","","",""
"Sidewinder","sidewinder","3 Observationally represented","A","passback","","","name-only","","",""
"Sidwalk","sidwalk","3 Observationally represented","A","passback","","","name-only","","",""
"Skullsmasher, Rasmus","skullsmasher-rasmus","3 Observationally represented","A","passback","","","name-only","","",""
"Slicing far Butterfly","slicing-far-butterfly","3 Observationally represented","A","passback","","","name-only","","",""
"Sunilwalk","sunilwalk","3 Observationally represented","A","passback","","","name-only","","",""
"Super Mario","super-mario","3 Observationally represented","A","passback","","","name-only","","",""
"Surging far Mirage","surging-far-mirage","3 Observationally represented","A","passback","","","name-only","","",""
"Swivel, Reversial","swivel-reversial","3 Observationally represented","A","passback","","","name-only","","",""
"Symp DOD","symp-dod","3 Observationally represented","A","passback","","","name-only","","",""
"Terraging near Clipper","terraging-near-clipper","3 Observationally represented","A","passback","","","name-only","","",""
"Toe midtime near Whirr","toe-midtime-near-whirr","3 Observationally represented","A","passback","","","name-only","","",""
"Toe Mobius","toe-mobius","3 Observationally represented","A","passback","","","name-only","","",""
"Toe near Barrage","toe-near-barrage","3 Observationally represented","A","passback","","","name-only","","",""
"Toe near Flurry","toe-near-flurry","3 Observationally represented","A","passback","","","name-only","","",""
"Toe near Triage","toe-near-triage","3 Observationally represented","A","passback","","","name-only","","",""
"Toe Stall dragged from Xbd position","toe-stall-dragged-from-xbd-position","3 Observationally represented","A","passback","","","name-only","","",""
"Toxic","toxic","3 Observationally represented","A","passback","","","name-only","","",""
"triple-dex ATW","triple-dex-atw","3 Observationally represented","A","passback","","","name-only","","",""
"triple-dex Legover","triple-dex-legover","3 Observationally represented","A","passback","","","name-only","","",""
"triple-dex Mirage","triple-dex-mirage","3 Observationally represented","A","passback","","","name-only","","",""
"Triple Switch, Triple Switchover","triple-switch-triple-switchover","3 Observationally represented","A","passback","","","name-only","","",""
"TSO, Triple Switch, Triple Switchover","tso-triple-switch-triple-switchover","3 Observationally represented","A","passback","","","name-only","","",""
"Twist","twist","3 Observationally represented","A","passback","","","name-only","","",""
"Twisting near Osis","twisting-near-osis","3 Observationally represented","A","passback","","","name-only","","",""
"Twisting near Pickup","twisting-near-pickup","3 Observationally represented","A","passback","","","name-only","","",""
"Twisting near Toe","twisting-near-toe","3 Observationally represented","A","passback","","","name-only","","",""
"Walkover","walkover","3 Observationally represented","A","passback","","","name-only","","",""
"Wauxspin","wauxspin","3 Observationally represented","A","passback","","","name-only","","",""
"Whipping Osis","whipping-osis","3 Observationally represented","A","passback","","","name-only","","",""
"Xbd Outside Stall","xbd-outside-stall","3 Observationally represented","A","passback","","","name-only","","",""
"Xbd Sole Stall","xbd-sole-stall","3 Observationally represented","A","passback","","","name-only","","",""
"Barraging Pickup","barraging-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Blazing Drifter","blazing-drifter","3 Observationally represented","A","stanford","","","name-only","","",""
"Blazing Illusion","blazing-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Blazing Legover","blazing-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Bubba ss Mirage","bubba-ss-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Butterfly Flapper (Buttersole) (Sole Train)","butterfly-flapper-buttersole-sole-train","3 Observationally represented","A","stanford","","","name-only","","",""
"Butterfly Swivel","butterfly-swivel","3 Observationally represented","A","stanford","","","name-only","","",""
"Butterfly Twirl","butterfly-twirl","3 Observationally represented","A","stanford","","","name-only","","",""
"Delusional Butterfly","delusional-butterfly","3 Observationally represented","A","stanford","","","name-only","","",""
"Diving Drifter","diving-drifter","3 Observationally represented","A","stanford","","","name-only","","",""
"Diving Guay","diving-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Diving Illusion","diving-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Diving Legover","diving-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Diving Pickup","diving-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Diving Reverse Guay","diving-reverse-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Diving Toe Stall","diving-toe-stall","3 Observationally represented","A","stanford","","","name-only","","",""
"Double Bubba","double-bubba","3 Observationally represented","A","stanford","","","name-only","","",""
"Double Guay","double-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Double Reverse ATW","double-reverse-atw","3 Observationally represented","A","stanford","","","name-only","","",""
"Double Reverse Guay","double-reverse-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Far Clipper","far-clipper","3 Observationally represented","A","stanford","","","name-only","","",""
"Far Guay","far-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Far Legover","far-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Far Osis","far-osis","3 Observationally represented","A","stanford","","","name-only","","",""
"Far Pickup","far-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Far Reverse Guay","far-reverse-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Flailing Blacula","flailing-blacula","3 Observationally represented","A","stanford","","","name-only","","",""
"Floating Mirage","floating-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Frantic Clipper","frantic-clipper","3 Observationally represented","A","stanford","","","name-only","","",""
"Frantic Flail","frantic-flail","3 Observationally represented","A","stanford","","","name-only","","",""
"Frantic Illusion","frantic-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Frantic Pickup","frantic-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Frantic ss Butterfly","frantic-ss-butterfly","3 Observationally represented","A","stanford","","","name-only","","",""
"Frantic ss Illusion","frantic-ss-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Frantic ss Mirage","frantic-ss-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Fusing Butterfly","fusing-butterfly","3 Observationally represented","A","stanford","","","name-only","","",""
"Fusing Clipper","fusing-clipper","3 Observationally represented","A","stanford","","","name-only","","",""
"Fusing Legover","fusing-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Fusing Pickup","fusing-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Fusing ss Illusion","fusing-ss-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Fusing ss Mirage","fusing-ss-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Neutron Mirage (Neutron Smasher) (Johnny Quest)","neutron-mirage-neutron-smasher-johnny-quest","3 Observationally represented","A","stanford","","","name-only","","",""
"Peeking Osis","peeking-osis","3 Observationally represented","A","stanford","","","name-only","","",""
"Phasing Pickup","phasing-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Reverse Walkover","reverse-walkover","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing Clipper","sailing-clipper","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing DOD","sailing-dod","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing Eggbeater","sailing-eggbeater","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing Legover","sailing-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing Pickup","sailing-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing ss Illusion","sailing-ss-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing ss Legover","sailing-ss-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing ss Mirage","sailing-ss-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Sailing ss Pickup","sailing-ss-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Slapping Clipper","slapping-clipper","3 Observationally represented","A","stanford","","","name-only","","",""
"Slapping Drifter","slapping-drifter","3 Observationally represented","A","stanford","","","name-only","","",""
"Slapping Guay","slapping-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Slapping Pickup","slapping-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Slapping Reverse Guay","slapping-reverse-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Slaying Butterfly","slaying-butterfly","3 Observationally represented","A","stanford","","","name-only","","",""
"Slaying Illusion","slaying-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Slaying Mirage","slaying-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Slaying ss Flail","slaying-ss-flail","3 Observationally represented","A","stanford","","","name-only","","",""
"Snapping Butterfly","snapping-butterfly","3 Observationally represented","A","stanford","","","name-only","","",""
"Sonic Illusion","sonic-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Sonic Legover","sonic-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Sonic Mirage","sonic-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Sonic Pickup","sonic-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Splicing Infinity","splicing-infinity","3 Observationally represented","A","stanford","","","name-only","","",""
"Surfing Osis","surfing-osis","3 Observationally represented","A","stanford","","","name-only","","",""
"Surfing ss Pickup","surfing-ss-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Symple ATW","symple-atw","3 Observationally represented","A","stanford","","","name-only","","",""
"Symple Guay","symple-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Symple Legover","symple-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Symple Pickup","symple-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Symple Reverse ATW","symple-reverse-atw","3 Observationally represented","A","stanford","","","name-only","","",""
"Symple Reverse Guay","symple-reverse-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Tapping Guay","tapping-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Tapping Reverse Guay","tapping-reverse-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Terraging Clipper","terraging-clipper","3 Observationally represented","A","stanford","","","name-only","","",""
"Terraging Illusion","terraging-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Terraging ss Illusion","terraging-ss-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Terraging ss Legover","terraging-ss-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Terraging ss Mirage","terraging-ss-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Triple Reverse ATW","triple-reverse-atw","3 Observationally represented","A","stanford","","","name-only","","",""
"Twisted Butterfly","twisted-butterfly","3 Observationally represented","A","stanford","","","name-only","","",""
"Unwrap","unwrap","3 Observationally represented","A","stanford","","","name-only","","",""
"Wrecking Mirage","wrecking-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Wrecking Pickup","wrecking-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Drifter","zulu-drifter","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Far Legover","zulu-far-legover","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Far Pickup","zulu-far-pickup","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Guay","zulu-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Illusion","zulu-illusion","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Mirage","zulu-mirage","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Reverse Guay","zulu-reverse-guay","3 Observationally represented","A","stanford","","","name-only","","",""
"Zulu Toe Stall","zulu-toe-stall","3 Observationally represented","A","stanford","","","name-only","","",""
