"name","slug","governance_state","category","source_corpus","ecosystems","parent_family","completeness","publication_status","parse_confidence","add_confidence"
"Pixie ss Drifter (Catacomb)","pixie-ss-drifter-catacomb","3 Observationally represented","B","stanford","pixie","","name-only","","",""
"Pixie ss Dyno (Majello)","pixie-ss-dyno-majello","3 Observationally represented","B","stanford","pixie","","name-only","","",""
"Pixie ss Legover (Magellan)","pixie-ss-legover-magellan","3 Observationally represented","B","stanford","pixie","","name-only","","",""
"Pixie ss Osis (Maverick)","pixie-ss-osis-maverick","3 Observationally represented","B","stanford","pixie","","name-only","","",""
"Pixie Symposium Whirling Swirl (Croissant)","pixie-symposium-whirling-swirl-croissant","3 Observationally represented","B","stanford","pixie|symposium|whirl-swirl","","name-only","","",""
"Pixie Wonton Butterfly (Wookie)","pixie-wonton-butterfly-wookie","3 Observationally represented","B","stanford","pixie","","name-only","","",""
"Pixie XBD Rake (Swerve)","pixie-xbd-rake-swerve","3 Observationally represented","B","stanford","pixie|dragon-rake","","name-only","","",""
"Quantum Butterfly Swirl (Triptide)","quantum-butterfly-swirl-triptide","3 Observationally represented","B","stanford","quantum|whirl-swirl","","name-only","","",""
"Quantum DLO (Toe Fog)","quantum-dlo-toe-fog","3 Observationally represented","B","stanford","quantum|dlo-double-down","","name-only","","",""
"Quantum DOD (Plasma)","quantum-dod-plasma","3 Observationally represented","B","stanford","quantum","","name-only","","",""
"Quantum Flail (Backside Toe Blizzard)","quantum-flail-backside-toe-blizzard","3 Observationally represented","B","stanford","quantum","","name-only","","",""
"Quasi Butterfly (Paradox Ripwalk)","quasi-butterfly-paradox-ripwalk","3 Observationally represented","B","stanford","paradox","","name-only","","",""
"Quasi Illusion (Paradox Blizzard)","quasi-illusion-paradox-blizzard","3 Observationally represented","B","stanford","paradox","","name-only","","",""
"Quasi Mirage (Paradox Blur)","quasi-mirage-paradox-blur","3 Observationally represented","B","stanford","paradox","","name-only","","",""
"Quasi Symposium Whirl (Paratoxic)","quasi-symposium-whirl-paratoxic","3 Observationally represented","B","stanford","symposium|whirl-swirl","","name-only","","",""
"Reverse Guay (Legover Inside Delay)","reverse-guay-legover-inside-delay","3 Observationally represented","B","stanford","","","name-only","","",""
"Reverse Swirling Dragon (Snapdragon)","reverse-swirling-dragon-snapdragon","3 Observationally represented","B","stanford","whirl-swirl|dragon-rake","","name-only","","",""
"Reverse Swirling Osis (Twirl)","reverse-swirling-osis-twirl","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Reverse Whirling Osis (Dyno)","reverse-whirling-osis-dyno","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Sailing Butterfly (Dasein)","sailing-butterfly-dasein","3 Observationally represented","B","stanford","","","name-only","","",""
"Sailing Mirage (Dominatrix)","sailing-mirage-dominatrix","3 Observationally represented","B","stanford","","","name-only","","",""
"Sailing ss Butterfly (Sail Down)","sailing-ss-butterfly-sail-down","3 Observationally represented","B","stanford","","","name-only","","",""
"Sailing ss DLO (Fracture)","sailing-ss-dlo-fracture","3 Observationally represented","B","stanford","dlo-double-down","","name-only","","",""
"Sailing Whirl (Juno Reactor)","sailing-whirl-juno-reactor","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Slapping Butterfly (Slap Down)","slapping-butterfly-slap-down","3 Observationally represented","B","stanford","","","name-only","","",""
"Slapping Diving Butterfly (Alpine Slap Down)","slapping-diving-butterfly-alpine-slap-down","3 Observationally represented","B","stanford","","","name-only","","",""
"Slapping Illusion (Slap)","slapping-illusion-slap","3 Observationally represented","B","stanford","","","name-only","","",""
"Slapping Legover (Toe Schmoe)","slapping-legover-toe-schmoe","3 Observationally represented","B","stanford","","","name-only","","",""
"Slapping Osis (Osmosis)","slapping-osis-osmosis","3 Observationally represented","B","stanford","","","name-only","","",""
"Slicing Infinity (Lawn Moir)","slicing-infinity-lawn-moir","3 Observationally represented","B","stanford","","","name-only","","",""
"Smiling Butterfly (Smiley)","smiling-butterfly-smiley","3 Observationally represented","B","stanford","","","name-only","","",""
"Spinning Double Down (Scorpion\u2019s Tail)","spinning-double-down-scorpion-u2019s-tail","3 Observationally represented","B","stanford","spinning|dlo-double-down","","name-only","","",""
"Spinning Double Down Swirl (Scorpion\u2019s Tail Swirl)","spinning-double-down-swirl-scorpion-u2019s-tail-swirl","3 Observationally represented","B","stanford","spinning|whirl-swirl|dlo-double-down","","name-only","","",""
"Spinning Ducking Drifter (Morpheus)","spinning-ducking-drifter-morpheus","3 Observationally represented","B","stanford","ducking|spinning","","name-only","","",""
"Spinning Ducking PS Mirage (Anoxia)","spinning-ducking-ps-mirage-anoxia","3 Observationally represented","B","stanford","ducking|spinning","","name-only","","",""
"Spinning Ducking PS Whirl (Montage)","spinning-ducking-ps-whirl-montage","3 Observationally represented","B","stanford","ducking|spinning|whirl-swirl","","name-only","","",""
"Spinning Ducking PS Whirling XBD Rake (Montage Rake)","spinning-ducking-ps-whirling-xbd-rake-montage-rake","3 Observationally represented","B","stanford","ducking|spinning|whirl-swirl|dragon-rake","","name-only","","",""
"Spinning Ducking Reverse Whirling Swivel (Black Hole ?)","spinning-ducking-reverse-whirling-swivel-black-hole","3 Observationally represented","B","stanford","ducking|spinning|whirl-swirl","","name-only","","",""
"Spinning Ducking Super Fly (Super Dee Duper Fly)","spinning-ducking-super-fly-super-dee-duper-fly","3 Observationally represented","B","stanford","ducking|spinning","","name-only","","",""
"Spinning Ducking Voodoo (Wonderland)","spinning-ducking-voodoo-wonderland","3 Observationally represented","B","stanford","ducking|spinning","","name-only","","",""
"Spinning Miraging Symposium Miraging Refraction (Anonymous)","spinning-miraging-symposium-miraging-refraction-anonymous","3 Observationally represented","B","stanford","symposium|spinning","","name-only","","",""
"Spinning Miraging Symposium Torque (Big Apple Sauce)","spinning-miraging-symposium-torque-big-apple-sauce","3 Observationally represented","B","stanford","symposium|spinning|blender-torque","","name-only","","",""
"Spinning Motion (Motion Sickness)","spinning-motion-motion-sickness","3 Observationally represented","B","stanford","spinning","","name-only","","",""
"Spinning PS Whirling Swirl (Swirlwind)","spinning-ps-whirling-swirl-swirlwind","3 Observationally represented","B","stanford","spinning|whirl-swirl","","name-only","","",""
"Spinning Super Fly (Super Duper Fly)","spinning-super-fly-super-duper-fly","3 Observationally represented","B","stanford","spinning","","name-only","","",""
"Spinning Symposium Torque (Super Mario)","spinning-symposium-torque-super-mario","3 Observationally represented","B","stanford","symposium|spinning|blender-torque","","name-only","","",""
"Splicing ss Blender (Liquifier)","splicing-ss-blender-liquifier","3 Observationally represented","B","stanford","blender-torque","","name-only","","",""
"Stepping Butterfly (Sidewalk)","stepping-butterfly-sidewalk","3 Observationally represented","B","stanford","stepping","","name-only","","",""
"Stepping Diving Butterfly (Jackknife)","stepping-diving-butterfly-jackknife","3 Observationally represented","B","stanford","stepping","","name-only","","",""
"Stepping Diving DLO (Arachnophobia)","stepping-diving-dlo-arachnophobia","3 Observationally represented","B","stanford","stepping|dlo-double-down","","name-only","","",""
"Stepping Legover (Schmoe)","stepping-legover-schmoe","3 Observationally represented","B","stanford","stepping","","name-only","","",""
"Super Fly XBD Rake (Super Fly Swatter)","super-fly-xbd-rake-super-fly-swatter","3 Observationally represented","B","stanford","dragon-rake","","name-only","","",""
"Surfing Blender (Big Papa Smurf)","surfing-blender-big-papa-smurf","3 Observationally represented","B","stanford","blender-torque","","name-only","","",""
"Surfing ss Swivel (Serval)","surfing-ss-swivel-serval","3 Observationally represented","B","stanford","","","name-only","","",""
"Surging Blender (Margaritaville)","surging-blender-margaritaville","3 Observationally represented","B","stanford","blender-torque","","name-only","","",""
"Surging Double Down (Venom)","surging-double-down-venom","3 Observationally represented","B","stanford","dlo-double-down","","name-only","","",""
"Surging Ducking Blender (Cheese Processor)","surging-ducking-blender-cheese-processor","3 Observationally represented","B","stanford","ducking|blender-torque","","name-only","","",""
"Surging Ducking Motion (Overdose)","surging-ducking-motion-overdose","3 Observationally represented","B","stanford","ducking","","name-only","","",""
"Surging Mirage (Surge)","surging-mirage-surge","3 Observationally represented","B","stanford","","","name-only","","",""
"Surging ss Osis (Nobius)","surging-ss-osis-nobius","3 Observationally represented","B","stanford","","","name-only","","",""
"Surging Superfly (Finnishfly)","surging-superfly-finnishfly","3 Observationally represented","B","stanford","","","name-only","","",""
"Surging Symposium Torque (Chilly Philly Sauce)","surging-symposium-torque-chilly-philly-sauce","3 Observationally represented","B","stanford","symposium|blender-torque","","name-only","","",""
"Surging Whirl (Surreal)","surging-whirl-surreal","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Swirling Dragon (Spitfire)","swirling-dragon-spitfire","3 Observationally represented","B","stanford","whirl-swirl|dragon-rake","","name-only","","",""
"Swirling Osis (Reverse Twirl)","swirling-osis-reverse-twirl","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Swirling Reverse Swirl (Zig Zag)","swirling-reverse-swirl-zig-zag","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Symposium Bubba Butterfly (Gaywalk)","symposium-bubba-butterfly-gaywalk","3 Observationally represented","B","stanford","symposium","","name-only","","",""
"Symposium DDD (Shaft)","symposium-ddd-shaft","3 Observationally represented","B","stanford","symposium","","name-only","","",""
"Symposium DLO (Nova)","symposium-dlo-nova","3 Observationally represented","B","stanford","symposium|dlo-double-down","","name-only","","",""
"Symposium DOD (Blacula)","symposium-dod-blacula","3 Observationally represented","B","stanford","symposium","","name-only","","",""
"Symposium Scattered Swirl (Double Helix)","symposium-scattered-swirl-double-helix","3 Observationally represented","B","stanford","symposium|whirl-swirl","","name-only","","",""
"Symposium Whirling Flapper (Singularity)","symposium-whirling-flapper-singularity","3 Observationally represented","B","stanford","symposium|whirl-swirl","","name-only","","",""
"Symposium Whirling Swirling Mirage (Croxton)","symposium-whirling-swirling-mirage-croxton","3 Observationally represented","B","stanford","symposium|whirl-swirl","","name-only","","",""
"Tapping Diving Mirage (Alpine Tap)","tapping-diving-mirage-alpine-tap","3 Observationally represented","B","stanford","","","name-only","","",""
"Tapping Paradon (Kiwi)","tapping-paradon-kiwi","3 Observationally represented","B","stanford","","","name-only","","",""
"Tapping Swivel (Bidet)","tapping-swivel-bidet","3 Observationally represented","B","stanford","","","name-only","","",""
"Tapping Whirling Swirl (King Kong)","tapping-whirling-swirl-king-kong","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Terraging Legover (Enterrage)","terraging-legover-enterrage","3 Observationally represented","B","stanford","","","name-only","","",""
"Terraging Mirage (Entree)","terraging-mirage-entree","3 Observationally represented","B","stanford","","","name-only","","",""
"Terraging ss Clipper (Terawhirl)","terraging-ss-clipper-terawhirl","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Toe Gyro Torque (Tobyus)","toe-gyro-torque-tobyus","3 Observationally represented","B","stanford","gyro-spyro|blender-torque","","name-only","","",""
"Toe Spinning Double Down (Scorpion’s Toe Nail)","toe-spinning-double-down-scorpions-toe-nail","3 Observationally represented","B","stanford","spinning|dlo-double-down","","name-only","","",""
"Triple Mirage (Triage)","triple-mirage-triage","3 Observationally represented","B","stanford","","","name-only","","",""
"Triple Over Down (Orpheus)","triple-over-down-orpheus","3 Observationally represented","B","stanford","","","name-only","","",""
"Triple Pixie (Trixie)","triple-pixie-trixie","3 Observationally represented","B","stanford","pixie","","name-only","","",""
"Twinspinning Mirage (Tornado)","twinspinning-mirage-tornado","3 Observationally represented","B","stanford","spinning|inspinning","","name-only","","",""
"Twisted Mirage (Twist)","twisted-mirage-twist","3 Observationally represented","B","stanford","","","name-only","","",""
"Warped Butterfly (Peg Leg Beater)","warped-butterfly-peg-leg-beater","3 Observationally represented","B","stanford","","","name-only","","",""
"Warped Mirage (Warp)","warped-mirage-warp","3 Observationally represented","B","stanford","","","name-only","","",""
"Warped Symposium Mirage (Warp Speed)","warped-symposium-mirage-warp-speed","3 Observationally represented","B","stanford","symposium","","name-only","","",""
"Whirling Gyro Mirage (Blister)","whirling-gyro-mirage-blister","3 Observationally represented","B","stanford","gyro-spyro|whirl-swirl","","name-only","","",""
"Whirling Reverse Whirl (Bling Blang)","whirling-reverse-whirl-bling-blang","3 Observationally represented","B","stanford","whirl-swirl","","name-only","","",""
"Wonton Butterfly (Frontside Tripwalk)","wonton-butterfly-frontside-tripwalk","3 Observationally represented","B","stanford","","","name-only","","",""
"Wonton Illusion (Frontside Toe Blizzard)","wonton-illusion-frontside-toe-blizzard","3 Observationally represented","B","stanford","","","name-only","","",""
"Wonton Mirage (Frontside Toe Blur)","wonton-mirage-frontside-toe-blur","3 Observationally represented","B","stanford","","","name-only","","",""
"Wrecking Torque (Spinning Mobius)","wrecking-torque-spinning-mobius","3 Observationally represented","B","stanford","spinning|blender-torque","","name-only","","",""
"X(unwrap)","x-unwrap","3 Observationally represented","B","stanford","","","name-only","","",""
"X_(walk)","x-walk","3 Observationally represented","B","stanford","","","name-only","","",""
"Zulu Far Clipper (Red Ribbon)","zulu-far-clipper-red-ribbon","3 Observationally represented","B","stanford","","","name-only","","",""
"Zulu Infinity (Zulu Le Loup)","zulu-infinity-zulu-le-loup","3 Observationally represented","B","stanford","","","name-only","","",""
