"source_file","passback_primary_name","passback_alternate_names","passback_technical_name","passback_uptime_component","passback_downtime_component","passback_dex_count","passback_notes","normalized_primary_name","candidate_trick_slug","match_status","match_reason","match_confidence","passback_dex_count_vs_ifpa_adds","review_status","operator_notes"
"passback-dicrionary.txt","Blizzard","","Stepping far Illusion","Stepping","Illusion","2","","blizzard","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Blur","","Stepping far Mirage","Stepping","Mirage","2","","blur","blur","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Blurrage","","Stepping far Barrage","Stepping","Barrage","3","","blurrage","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Blurrier","","Stepping near Double Down","Stepping","Double Down","3","","blurrier","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Blurriest","","Stepping far Double Down","Stepping","Double Down","3","","blurriest","blurriest","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Blurtigo","","Stepping Ducking far Drifter","Stepping","Drifter","2","portmanteau of ""blurry"" and ""vertigo""","blurtigo","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Bullwhip","","Spinning near Double Down","Spinning","Double Down","2","","bullwhip","bullwhip","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Butterfly","Down","(downtime) hippy out dex>ss clipper","","Butterfly","1","","butterfly","butterfly","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Cardinal Swirl","Tripstein","triple-dex Swirl","","","3","","cardinal-swirl","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Catacomb","","Pixie near Drifter","Pixie","Drifter","2","","catacomb","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Chainsaw Massacre","","(downtime) Illusioning Symp. Illusioning Legover, (downtime) Illusioning Symp. Eggbeater","","","3","","chainsaw-massacre","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Cheese Processor","","Surging Ducking far Blender","Surging","Blender","2","","cheese-processor","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Clipper","","xbd inside stall","","","0","","clipper","clipper","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Cloud","","Calf Stall w/ leg in ""Whirl"" position","","","","","cloud","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Clownface","","Barraging far Eggbeater","Barraging","Eggbeater","4","","clownface","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Cold Fusion","","Nuclear far Double Down, Pdx. Fusion","Nuclear","Double Down","3","","cold-fusion","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Colossus","","Spinning Diving near Symp. Whirl","Spinning","Symp. Whirl","1","","colossus","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Creature","","(downtime) Miraging Symp. Illusion","","","2","","creature","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Dada Curve","","(downtime) Miraging far Symp. Butterfly","","","2","","dada-curve","dada-curve","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Darkwalk","","Pixie Diving near Butterfly","Pixie","Butterfly","2","","darkwalk","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","DATW/Double ATW","","double-dex ATW","","","2","","datwdouble-atw","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","DDD/Down Double Down","","Clipper near Double Down","","Double Down","2","","ddddown-double-down","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Delusion","","double-dex Illusion","","","2","","delusion","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Dimmier","","Pixie near Double Down","Pixie","Double Down","3","","dimmier","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Dimmiest","","Pixie far Double Down","Pixie","Double Down","3","","dimmiest","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Dimwalk","","Pixie far Butterfly","Pixie","Butterfly","2","","dimwalk","dimwalk","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","DLO (""dee-ell-oh"")","Double Legover","(downtime) Miraging far Legover","","Mirage, Legover","2","Double Legover is not to be confused with DSO, which is a double-dex Legover","dlo-dee-ell-oh","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","DOD/Double Over Down","","Toe near Double Down","","Double Down","2","","doddouble-over-down","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Dolomite","","Toe far Symp. Double Down","","Symp. Double Down","2","","dolomite","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Double Down","","double-dex Butterfly","","Double Down","2","","double-down","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Dragon","","Xbd Outside Stall","","","","","dragon","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Drifter","","(downtime) Miraging far Clipper","","Drifter","1","","drifter","drifter","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","DSO","Double Switch|Double Switchover","double-dex Legover","","DSO","2","","dso","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Dyno","","(downtime) Whipping Osis","","Dyno","1","","dyno","dyno","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","E-Walk","","Frantic op Butterfly","Frantic","","","","e-walk","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Eggbeater","","(downtime) Illusioning Legover","","Eggbeater","2","","eggbeater","eggbeater","matched_existing","exact_slug","high","-1","auto_ok",""
