"source_file","passback_primary_name","passback_alternate_names","passback_technical_name","passback_uptime_component","passback_downtime_component","passback_dex_count","passback_notes","normalized_primary_name","candidate_trick_slug","match_status","match_reason","match_confidence","passback_dex_count_vs_ifpa_adds","review_status","operator_notes"
"passback-dicrionary.txt","Sidewinder","","Fairy Spinning near Barraging far Buterfly, Fairy Gyro Janiwalker","","","4","","sidewinder","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Sidwalk","","Stepping near Butterfly","Stepping","Butterfly","2","","sidwalk","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Skullsmasher","Rasmus","Atomic Ducking far Mirage, Alpine Atomsmasher","","","2","","skullsmasher","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Slapdown","","Quantum near Butterfly","Quantum","Butterfly","2","","slapdown","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Smear","","Pixie Mirage","Pixie","Mirage","2","","smear","smear","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Smog","","Pixie far DLO","Pixie","DLO","3","","smog","smog","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Smoke","","Pixie far Drifter","Pixie","Drifter","2","","smoke","smoke","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Smudge","","Pixie Illusion","Pixie","Illusion","2","","smudge","smudge","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Snowflake","","Drifter Rake","","","1","","snowflake","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Spanishfly","","Clipper Ducking far Double Down","","Double Down","2","","spanishfly","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Spender","","Spinning far Blender","Spinning","Blender","1","","spender","spender","matched_existing","exact_slug","high","-5","auto_ok",""
"passback-dicrionary.txt","Spikehammer","","Stepping Ducking Mirage","Stepping","Mirage","2","Intended to be named ""Spy Camera"" but misheard as ""Spikehammer""","spikehammer","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Sumo","","Nuclear far Mirage","Nuclear","Mirage","2","","sumo","sumo","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Sunilwalk","","Barraging near Butterfly","Barraging","Butterfly","3","","sunilwalk","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Super Ego","","Atomic Ducking Blender","Atomic","Blender","2","","super-ego","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Super Mario","","Spinning far Symp. Torque, Symp. Marius","","","1","","super-mario","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Superdeeduperfly","","Spinning Ducking Superfly, Alpine Superduperfly","Spinning","Symp. Double Down","2","","superdeeduperfly","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Superduperfly","","Spinning Superfly","Spinning","Symp. Double Down","2","","superduperfly","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Superfly","","Clipper far Symp. Double Down","","Symp. Double Down","2","","superfly","superfly","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Surge","","Surging far Mirage","Surging","Mirage","2","","surge","surge","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Surreal","","Surging far Whirl","Surging","Whirl","2","","surreal","surreal","matched_existing","exact_slug","high","-4","auto_ok",""
"passback-dicrionary.txt","Swifter","","Stepping far Swirl","Stepping","Swirl","2","Somtimes used to refer to ""Drifter Swirl"", but usually ""Stepping far Swirl""","swifter","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Swirl","","(downtime) xbd leggy out dex>ss clipper","","Swirl","1","","swirl","swirl","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Swirlwind","","Spinning far Symp. Whirling Swirl, Whirlwind Swirl","","","2","","swirlwind","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Swivel","Reversial","Symp. Twirl","","Symp. Twirl","1","","swivel","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Tap","","Atomic near Mirage","Atomic","Mirage","2","","tap","tap","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Tapdown","","Atomic near Butterfly","Atomic","Butterfly","2","","tapdown","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","TATW/Triple ATW","","triple-dex ATW","","","3","","tatwtriple-atw","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Terrage","","(midtime) Toe near Barrage, double-dex ""Pixie""","","","2","Before ""Pixie"" referred to the uptime set, it referred to a Toe near Mirage","terrage","terrage","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Terrawhirl","","Toe midtime near Whirr, Terraging near Clipper","","","","","terrawhirl","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Tobius","","Toe Mobius, Toe Spinning near Torque","Spinning","Torque","1","","tobius","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Toe Blur","","Quantum far Mirage","Quantum","Mirage","2","","toe-blur","quantum","matched_existing","exact_alias_text","high","0","auto_ok",""
"passback-dicrionary.txt","Tomahawk","","Clipper Ducking far Whirl","","Whirl","1","","tomahawk","tomahawk","matched_existing","exact_slug","high","-4","auto_ok",""
"passback-dicrionary.txt","Tombstone","","Stepping near Drifter","Stepping","Drifter","2","","tombstone","tombstone","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Torch-R-Rack","","Stepping far Symp. Double Down, BS Blurriest","Stepping","Symp. Double Down","3","","torch-r-rack","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Torque","","(downtime) Miraging far Osis","","Mirage, Osis","1","","torque","torque","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Torquescrew","","Torque Dyno, (downtime) Miraging Dyno","","","2","","torquescrew","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Toxic","","(downtime) Miraging far Symp. Whirl","","","2","","toxic","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Triage","","triple-dex Mirage","","","3","","triage","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Trifly","","Clipper far triple-dex Butterfly","","","3","","trifly","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Triple Switch","Triple Switchover","triple-dex Legover","","","3","","triple-switch","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Tripwalk","","Quantum far Butterfly","Quantum","Butterfly","2","","tripwalk","tripwalk","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Trixie","","(midtime) Toe near Triage, triple-dex ""Pixie""","","","3","see note for Terrage","trixie","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","TSO","Triple Switch|Triple Switchover","triple-dex Legover","","","3","","tso","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Twirl","","(downtime) Twisting near Osis","","","1","","twirl","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Twist","","Rev. Swirl","","Twist","1","","twist","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Venom","","Surging far Double Down","Surging","Double Down","3","","venom","venom","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Vertigo","","Clipper Ducking far Drifter","","Drifter","1","","vertigo","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Void","","Spinning far Drifter","Spinning","Drifter","1","","void","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Voodoo","","Clipper far (downtime) Miraging Symp. Mirage, Pdx. Merlin","","","2","","voodoo","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Vortex","","Spinning near Drifter","Spinning","Drifter","1","","vortex","vortex","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Walkover","","Inside Stall>place foot on ground>step over into Clipper, or reverse direction","","","","","walkover","walk-over","matched_existing","compact_slug_match","medium","","auto_ok",""
"passback-dicrionary.txt","Warp","","Warping Mirage, (uptime) Symp. Illusioning Illusioning Mirage, (uptime) Symp. Eggbeating Mirage","Warp","Mirage","3","","warp","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Wauxspin","","Butterfly Gyro Toe","","","","","wauxspin","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Whale Tail","","Gryo DLO","Spinning","DLO","2","","whale-tail","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","What!?","","Butterfly Symp. Twisting near Toe, Butterfly Symp. Blink","","Butterfly, Symp. Blink","2","","what","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Whip","","Rev. Whirl","","Whip","1","","whip","rev-whirl","matched_existing","exact_alias_text","high","-2","auto_ok",""
"passback-dicrionary.txt","Whirl","","(downtime) leggy in dex>ss clipper","","Whirl","1","","whirl","whirl","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Whirlwalk","","Whirling far Whirl","Whirling","Whirl","2","","whirlwalk","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Whirlwind","","Spinning far Symp. Whirl","Spinning","Symp. Whirl","1","","whirlwind","spinning-symposium-whirl","matched_existing","exact_alias_text","high","-4","auto_ok",""
"passback-dicrionary.txt","Whirlygig","","Stepping far Symp. Whirl","Stepping","Symp. Whirl","2","","whirlygig","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Whirr","","double-dex Whirl","","Whirl","2","","whirr","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Wrap","","Inside Stall moved to Clipper Stall, or reverse direction","","","","","wrap","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Your Mom","","Atomic far Symp. Double Down, BS Fusion","Atomic","Symp. Double Down","3","","your-mom","","new_candidate","no_match","medium","","needs_review",""
"passback-dicrionary.txt","Your Sister","","Full Symp Kiwi","Atomic","Double Down","","","your-sister","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt",">","futbol:-","","","","","Combo notation; footbag ex: legover>atw, football ex: htw-atw","","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Atomic DSO","futbol:AHMLATW (Alternative Homie Mitch Lemmens ATW)","","","","","","atomic-dso","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","ATW","futbol:Outside ATW","","","","","Dex/Rev directions are reversed between sports","atw","around-the-world","matched_existing","exact_alias_text","high","","auto_ok",""
"pb-dict2.txt","Bladerunner","futbol:AEATW (Alternative Eldo Around The World)","Atomic Eggbeater","","","","","bladerunner","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Clipper","futbol:Clipper","","","","","","clipper","clipper","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Contact","futbol:Touch","","","","","","contact","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Dex, Dexterity","futbol:Rev, Revolution","","","","","","dex-dexterity","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","DLO","futbol:Alternative Homie Touzani","","","","","","dlo","double-leg-over","matched_existing","exact_alias_text","high","","auto_ok",""
"pb-dict2.txt","Double ATW","futbol:Outside Lemmens ATW","","","","","Dex/Rev directions are reversed between sports","double-atw","double-around-the-world","matched_existing","exact_alias_text","high","","auto_ok",""
"pb-dict2.txt","Double Orbit","futbol:Inside Lemmens ATW","","","","","Dex/Rev directions are reversed between sports","double-orbit","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Double Pickup","futbol:ALATW (Out)","","","","","","double-pickup","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","DSO","futbol:ALATW (Alternative Lemmens ATW)","Double Switchover","","","","","dso","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Eggbeater","futbol:Alternative Homie Mitch","Illusioning Legover","","","","","eggbeater","eggbeater","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Fairy Eggbeater","futbol:EATW (Eldo ATW)","","","","","","fairy-eggbeater","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Fairy Legover","Toe ss Eggbeater|futbol:Homie Mitch ATW","","","","","Footbag version could be interpreted in two ways, depending on how ""uptime"" or ""midtime"" the first dex is, so both are listed (""uptime""/""midtime"")","fairy-legover","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Fairy ss Legover","futbol:Magellan (out)","","","","","","fairy-ss-legover","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Flip side","futbol:Weak foot (wf)","flip","","","","","flip-side","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Flurry","futbol:SzATW (Szymo ATW)","Barraging Legover","","","","","flurry","flurry","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Gyro, Spinning, Spinning Gyro, Double Spinning","futbol:180, 360, 540, 720","","","","","","gyro-spinning-spinning-gyro-double-spinning","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Illusion","futbol:Half HTW","","","","","","illusion","illusion","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","In(-Out) Dex","futbol:Out Rev","","","","","Dex/rev directions reversed between sports","in-out-dex","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Legover","futbol:HTW (Hop the World)","","","","","","legover","legover","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Magellan","futbol:Magellan ATW","Pixie ss Legover","","","","","magellan","magellan","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Mirage","futbol:Reverse Crossover","","","","","","mirage","mirage","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Nagellam","futbol:Reverse Magellan","","","","","","nagellam","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Orbit","futbol:Inside ATW","","","","","","orbit","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Out(-In) Dex","futbol:In Rev","","","","","Dex/rev directions reversed between sports","out-in-dex","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Paradon Swirl","futbol:ALFATW (Alternative Lemmens Filip ATW)","","","","","","paradon-swirl","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Pickup","futbol:RHTW (Reverse Hop the World)","","","","","","pickup","pickup","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Pigbeater","futbol:Skala ATW","Pixie op Eggbeater","","","","","pigbeater","pigbeater","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Pixie DSO","futbol:HTLATW (Homie Touzani Lemmens ATW)","","","","","","pixie-dso","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Pixie op Toe","Toe ss Mirage|futbol:Half ATW","","","","","Footbag version could be interpreted in two ways, depending on how ""uptime"" or ""midtime"" the first dex is, so both are listed (""uptime""/""midtime"")","pixie-op-toe","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Pixie ss Mirage","futbol:Lebioda ATW","","","","","Footbag version doesn't have ATW at the end","pixie-ss-mirage","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Pixie ss Pickup","futbol:Magellan (in)","","","","","","pixie-ss-pickup","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","PLO","Toe ss DLO|futbol:Homie Touzani ATW","Pixie Legover","","","","Footbag version could be interpreted in two ways, depending on how ""uptime"" or ""midtime"" the first dex is, so both are listed (""uptime""/""midtime"")","plo","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Smear","futbol:BATW (Beck Around The World)","Pixie op Mirage","","","","Football version often continues on with another trick; footbag version stops after the Mirage/Rev Crossover","smear","smear","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Smear>Fairy ss [Legover/Pickup]","futbol:Beck Magellan [(in)/(out)]","","","","","Football trick/variation is counted as 1, but in footbag it's a 2-trick combo","smearfairy-ss-legoverpickup","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Smog","futbol:Skora Move","Pixie op DLO","","","","","smog","smog","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Strong side","futbol:Strong foot (sf)","strong","","","","","strong-side","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Toe ss Symp Swirl","futbol:Dore ATW","","","","","Football trick ends on heel touch, footbag trick ends on clipper","toe-ss-symp-swirl","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Triple ATW","futbol:Palle ATW (out)","","","","","","triple-atw","","new_candidate","no_match","medium","","needs_review",""
"pb-dict2.txt","Triple Orbit","futbol:Palle ATW (in)","","","","","","triple-orbit","","new_candidate","no_match","medium","","needs_review",""
