"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes","category","ecosystems","parent_family","retired_family","in_db_live","promoted","overlaps_canonical","slug_overlap","name_overlap","alias_overlap","completeness","source_corpus"
"Blurry Chainsaw Massacre","blurry-chainsaw-massacre","5 Policy-dependent","unresolved doctrine","footbagmoves","1","7","False","","hedged","observational","high","","clip-multi-dex-toe","","","Deep folk compound; technical_name 'Blurry Illusioning Paradox Symposium Eggbeater'. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. Decomposition not Red-ruled; the illusioning operator's ADD weight is itself unresolved.","Confirm decomposition; illusioning operator ADD weight is open.","","POLICY-DEPENDENT","blurry-furious","","","False","False","False","False","False","False","full","footbagmoves"
"Blurry Drifter","blurry-drifter","5 Policy-dependent","unresolved doctrine","footbagmoves,passback","2","5","False","","hedged","observational","none","high","no-notation","stepping","stepping(+1) + paradox(+1) + drifter(3) --> 5 ADDs","Structural reading: Stepping Paradox Drifter; not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. PassBack records this move with move_name 'Blurry Drifter' but technical_name 'Stepping Drifter (op)' — the two-layer split visible inside one source's own columns.","","FB.org 5-ADD confirms 'Blurry Drifter' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL]'); ingested 2026-05-21.","POLICY-DEPENDENT","blurry-furious","","","False","False","False","False","False","False","full","multi"
"Blurry Symposium Whirl","blurry-symposium-whirl","5 Policy-dependent","unresolved doctrine","fborg","1","6","False","","hedged","observational","","high","","stepping","stepping(+1) + paradox(+1) + symposium(+1) + whirl(3) --> 6 ADDs","Structural reading: Stepping Paradox Symposium Whirl; not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","","","POLICY-DEPENDENT","symposium|whirl-swirl|blurry-furious","","","False","False","False","False","False","False","full","fborg"
"Blurry Whirling Swirl","blurry-whirling-swirl","5 Policy-dependent","unresolved doctrine","fborg","1","6","False","","hedged","observational","","high","","stepping","stepping(+1) + paradox(+1) + whirling-swirl(4) --> 6 ADDs","Structural reading: Stepping Paradox Whirling Swirl; not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","","","POLICY-DEPENDENT","whirl-swirl|blurry-furious","","","False","False","False","False","False","False","full","fborg"
"Double Fairy","double-fairy","5 Policy-dependent","unresolved doctrine","passback","1","3","False","double-fairy (live DB; symbolic equivalence chain = Double Illusion per pt3)","hedged","observational","none","medium","no-notation","dex","dex(1) + dex(1) + stall(1) --> 3 ADDs","pt3 + nf-2a: Double Fairy = Double Illusion = 3 ADDs (two dexes + toe stall).","","FB.org 3-ADD confirms 'Double Fairy' (source_adds=3; jobs_notation_raw='TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21.","POLICY-DEPENDENT","fairy","","","False","False","False","False","False","False","full","passback"
"Nuclear Whirl","nuclear-whirl","1 Published Canonical","unresolved doctrine","fborg","1","5","False","","hedged","observational","","medium","","nuclear","nuclear(+2) + whirl(3) --> 5 ADDs","","Nuclear modifier on whirl base; nuclear = +2 per pt10.","","CANONICAL","whirl-swirl|blurry-furious","whirl","","True","True","True","True","True","False","canonical","fborg"
"Paradox Blurry Whirl","paradox-blurry-whirl","5 Policy-dependent","unresolved doctrine","fborg","1","5","False","","hedged","observational","","medium","","paradox","paradox(+1) + blurry-whirl(5?) --> 5 ADDs","Paradox applied to a blurry-whirl base. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. Naming ambiguity: 'Paradox Blurry Whirl' vs 'Paradox Stepping Paradox Whirl' — the doubled paradox in the explicit reading needs curator confirmation.","Confirm whether the explicit reading carries a doubled paradox operator.","","POLICY-DEPENDENT","whirl-swirl|blurry-furious|paradox","","","False","False","False","False","False","False","full","fborg"
"Pogo Pickup","pogo-pickup","5 Policy-dependent","unresolved doctrine","fborg","1","3","False","","hedged","observational","","low","","pogo","pogo(+0) + double-pickup(?) --> 3 ADDs","Pogo is a set per pt2+pt6 (no ADD bonus). Decomposition framing pending.","Whether pogo-pickup is a canonical trick or a no-plant variant of double-pickup.","","POLICY-DEPENDENT","pogo","","","False","False","False","False","False","False","full","fborg"
"S&M Smasher","sandm-smasher","5 Policy-dependent","unresolved doctrine","footbagmoves","1","6","False","","hedged","observational","high","medium","toe-multi-dex-toe","atomic","atomic(+1) + barrage(3) --> 4 ADDs","","Cross-source ADD divergence: FB.org=4, FM=6.","FM source has S&M Smasher at 6 ADD; FB.org at 4. Reading divergence (likely IFPA 5 via pt1 X-Dex). | FB.org 4-ADD confirms 'S&M Smasher' (source_adds=4; jobs='TOE > OP OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [dex] [del]'); ingested 2026-05-21.","POLICY-DEPENDENT","","","","False","False","False","False","False","False","full","footbagmoves"
"Shooting Butterfly","shooting-butterfly","5 Policy-dependent","unresolved doctrine","fborg","1","6","False","","hedged","observational","","medium","","stepping","stepping(+1) + paradox(+1) + butterfly(3) + ?--> 6 ADDs","","pt9 shooting=+3 rotational vs stepping-paradox compositional reading; reconcile.","","POLICY-DEPENDENT","shooting","","","False","False","False","False","False","False","full","fborg"
"Shooting Mirage","shooting-mirage","5 Policy-dependent","unresolved doctrine","fborg","1","5","False","","hedged","observational","","medium","","stepping","stepping(+1) + paradox(+1) + mirage(2) + ?--> 5 ADDs","","pt9 ruled shooting = +3 rotational; reconcile with stepping-paradox compositional reading.","","POLICY-DEPENDENT","shooting","","","False","False","False","False","False","False","full","fborg"
"Shooting Star","shooting-star","5 Policy-dependent","unresolved doctrine","fborg","1","7","False","","hedged","observational","","medium","","shooting","shooting(+3 rotational) + double-over-down(4) --> 7 ADDs","","pt9 shooting=+3 rotational; reconcile with the stepping-paradox compositional reading visible in the notation.","","POLICY-DEPENDENT","shooting","","","False","False","False","False","False","False","full","fborg"
"Shooting Torque","shooting-torque","5 Policy-dependent","unresolved doctrine","fborg","1","7","False","","hedged","observational","","medium","","shooting","shooting(+3 rotational) + torque(4) --> 7 ADDs","","pt9 shooting=+3 rotational; reconcile with the stepping-paradox compositional reading.","","POLICY-DEPENDENT","blender-torque|shooting","","","False","False","False","False","False","False","full","fborg"
"Spyro Illusion","spyro-illusion","5 Policy-dependent","unresolved doctrine","fborg","1","3","False","","hedged","observational","","medium","","spyro","spyro(+1?) + illusion(2) --> 3 ADDs","pt1+pt2 Spyro = Gyro family standalone body element. Spyro-as-modifier not formally adjudicated. Alt notation: TOE > (back) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL].","Spyro-as-modifier status.","","POLICY-DEPENDENT","gyro-spyro","","","False","False","False","False","False","False","full","fborg"
"Spyro Whirl","spyro-whirl","5 Policy-dependent","unresolved doctrine","fborg","1","4","False","","hedged","observational","","medium","","spyro","spyro(+1?) + whirl(3) --> 4 ADDs","","Spyro-as-modifier status not formally adjudicated.","","POLICY-DEPENDENT","gyro-spyro|whirl-swirl","","","False","False","False","False","False","False","full","fborg"
"Symposium Blur","symposium-blur","5 Policy-dependent","unresolved doctrine","fborg","1","5","False","","hedged","observational","","medium","","symposium","stepping(+1) + symposium(+1) + paradox(+1) + mirage(2) --> 5 ADDs","Structural reading: Stepping Symposium Paradox Mirage (a symposium-bearing Blur). Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","Double-[BOD] notation; symposium + paradox + blurry/stepping stacking.","","POLICY-DEPENDENT","symposium","","","False","False","False","False","False","False","full","fborg"
"Triage","triage","5 Policy-dependent","unresolved doctrine","footbagmoves","1","6","False","","hedged","observational","high","medium","toe-multi-dex-toe","dex","dex(1) + dex(1) + dex(1) + stall(1) --> 4 ADDs","","Cross-source ADD divergence: FB.org=4, FM=6.","FM source has Triage at 6 ADD; FB.org at 4. Reading divergence. | FB.org 4-ADD confirms 'Triage' (source_adds=4; jobs='SET > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [dex] [del]'); ingested 2026-05-21.","POLICY-DEPENDENT","","","","False","False","False","False","False","False","full","footbagmoves"
"Voodoo","voodoo","5 Policy-dependent","unresolved doctrine","footbagmoves","1","6","False","","hedged","observational","high","medium","clip-xdex-toe","paradox","paradox(+1) + symposium(+1) + blur(3?) --> 5 ADDs","","Cross-source ADD divergence: FB.org=5, FM=6.","FM source has Voodoo at 6 ADD; FB.org at 5. | FB.org 5-ADD confirms 'Voodoo' (source_adds=5; jobs='CLIP > SAME IN [DEX] [BOD] > (NO PLANT WHILE) OP IN [BOD] [DEX] > OP TOE [DEL]'); ingested 2026-05-21.","POLICY-DEPENDENT","","","","False","False","False","False","False","False","full","footbagmoves"
"Backside Symposium Toe Blur","backside-symposium-toe-blur","2 Covered via alias/equivalence","resolved as alias of quantum-symposium-mirage","fborg","1","4","True (as alias of quantum-symposium-mirage)","quantum-symposium-mirage (Red pt2 retired the toe- prefix in favor of quantum-)","settled","first_class_ready","","high","","quantum","quantum(+1) + symposium-mirage(3) --> 4 ADDs","Quantum Symposium Mirage (toe-set). Blur polysemy: this 'blur' is the QUANTUM sense (toe-set blur = quantum mirage), distinct from the clipper-set 'blurry' = stepping+paradox sense. Both readings are historically real; not the same operator. Resolved 2026-05-26 (pre-Adrian deferred-candidate slice): quantum-symposium-mirage promoted as canonical row; backside-symposium-toe-blur wired as S3 alias per Red pt2 'toe X → quantum X' retirement doctrine.","","","PROMOTED","symposium","","","True","False","True","False","False","True","canonical","fborg"
