"trick_slug","symbolic_group_id","membership_reason","confidence","source"
"pixie_same_side_butterfly","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_same_side_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"pixie_same_side_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"pixie_same_side_illusion","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_spinning_double_over_down","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_spinning_double_over_down","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"pixie_spinning_paradox_blender","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_spinning_paradox_symposium_whirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_spinning_paradox_whirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"pixie_swirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"pixie_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"pixie_symposium_mirage","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"pixie_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pixie_symposium_rev_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"pixie_symposium_rev_whirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_symposium_rev_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"pixie_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"pixie_symposium_whirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"pixie_symposium_whirling_swirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"pixie_symposium_whirling_swirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_symposium_whirling_swirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"pixie_torque","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"pixie_weaving_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"pixie_weaving_butterfly","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_weaving_mirage","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_weaving_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pixie_weaving_osis","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_weaving_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"pixie_weaving_symposium_mirage","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_weaving_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"pixie_weaving_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pixie_weaving_whirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"pixie_whirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"pixie_zulu_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"pixie_zulu_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"pixie_zulu_butterfly","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_zulu_butterfly","uptime-dex-downtime-butterfly","pixie/zulu + butterfly archetype","high","execution-pattern rule"
"pixie_zulu_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"pixie_zulu_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"pixie_zulu_osis","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_zulu_symposium_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"pixie_zulu_symposium_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"pixie_zulu_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"pixie_zulu_symposium_mirage","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_zulu_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"pixie_zulu_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pixie_zulu_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"pixie_zulu_whirl","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"pixie_zulu_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"plasma","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"pogo_barrage","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"pogo_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"pogo_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"pogo_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"pogo_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"pogo_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"pogo_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"pogo_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"pogo_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"pogo_legover","legover-topology","base_trick=legover","high","topology heuristic"
"pogo_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"pogo_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"pogo_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pogo_mirage_same_side","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pogo_paradox_barrage","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"pogo_paradox_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pogo_symposium_mirage_same_side","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"pogo_symposium_mirage_same_side","mirage-topology","base_trick=mirage","high","topology heuristic"
"pogo_symposium_mirage_same_side","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"pogo_symposium_mirage_same_side","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"pogo_symposium_mirage_same_side","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"pogo_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"pogo_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"pogo_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"puck","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"quagmire","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"quagmire","mirage-topology","base_trick=mirage","high","topology heuristic"
"quantanamera","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"quantanamera","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"quantanamera","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"quantum_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"quantum_blender","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"quantum_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"quantum_butterfly","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"quantum_butterfly_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"quantum_butterfly_swirl","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_double_leg_over","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"quantum_drifter","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_ducking_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"quantum_ducking_whirl","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_eclipse","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"quantum_eclipse","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_eggbeater","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_flail","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_guay","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_gyro_mirage","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"quantum_gyro_mirage","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_gyro_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"quantum_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"quantum_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"quantum_illusion","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"quantum_legover","legover-topology","base_trick=legover","high","topology heuristic"
"quantum_legover","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"quantum_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"quantum_mirage","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"quantum_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"quantum_osis","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"quantum_pickup","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"quantum_reverse_guay","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"quantum_symposium_mirage","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"quantum_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"quantum_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"quantum_symposium_whirl","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"quantum_torque","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"quantum_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"quantum_whirl","quantum-family","modifier_link=quantum","high","freestyle_trick_modifier_links"
"quantum_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"rage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"rage","mirage-topology","base_trick=mirage","high","topology heuristic"
"rage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"rage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"rail_warrior","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"rail_warrior","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"rail_warrior","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"rail_warrior","uptime-dex-downtime-butterfly","railing/ducking + butterfly archetype","high","execution-pattern rule"
"rail_warrior","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"railing_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"railing_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"railing_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"railing_butterfly_same_side","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"railing_ducking_legover","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"railing_ducking_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"railing_ducking_legover","legover-topology","base_trick=legover","high","topology heuristic"
"railing_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"railing_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"railing_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"railing_legover","legover-topology","base_trick=legover","high","topology heuristic"
"railing_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"railing_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"railing_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"reactor","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"reactor","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"rev_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"rev_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"rev_whirl","directional-reverse-pair","rev_whirl is reverse-direction variant","high","execution-pattern rule"
"rev_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"rev_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"reverse_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"reverse_drifter","directional-reverse-pair","reverse_drifter is reverse-direction variant","high","execution-pattern rule"
"reverse_drifter","drifter-miraging-clipper-topology","base_trick=reverse_drifter","high","topology heuristic"
"reverse_swirl_dragon","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"reverse_swirl_dragon","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"reverse_swirling_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"reverse_swirling_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"reverse_swirling_paradox_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"reverse_swirling_paradox_symposium_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"reverse_swirling_paradox_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"reverse_swirling_paradox_torque","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"reverse_swirling_paradox_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"reverse_swirling_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"reverse_swirling_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"reverse_swirling_symposium_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"reverse_swirling_symposium_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"reverse_swirling_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"reverse_swirling_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"reverse_swirling_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"reverse_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"reverse_whirling_rake","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"reverse_whirling_twirl","whirling-family","modifier_link=whirling","high","freestyle_trick_modifier_links"
"ricochet","unusual-surface-topology","non-standard recovery surface","high","topology heuristic"
"ripped_warrior","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"ripped_warrior","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"ripped_warrior","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"ripwalk","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"ripwalk","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"ripwalk","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"ripwalk","uptime-dex-downtime-butterfly","stepping + butterfly archetype","high","execution-pattern rule"
"ripwalk","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"ripwalk_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"ripwalk_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"royale","drifter-miraging-clipper-topology","base_trick=reverse_drifter","high","topology heuristic"
"royale","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"sailing_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"sailing_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"sailing_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"sailing_butterfly_same_side","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"sailing_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"sailing_illusion_same_side","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"sailing_illusion_same_side","illusion-topology","base_trick=illusion","high","topology heuristic"
"sailing_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"sailing_legover","legover-topology","base_trick=legover","high","topology heuristic"
"sailing_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"sailing_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"sailing_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"sailing_mirage_same_side","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"sailing_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"sailing_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"sailing_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"sailing_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"schmoe","leggy-pass","base_trick=legover","high","base_trick mapping"
"schmoe","legover-topology","base_trick=legover","high","topology heuristic"
"scrambled_eggbeater","atomic-family","modifier_link=atomic","high","freestyle_trick_modifier_links"
"scrambled_eggbeater","pickup-topology","base_trick=pickup","high","topology heuristic"
"scrambled_eggbeater","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"shaft","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"shaft","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"shooting_barfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"shooting_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"shooting_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"shooting_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"shooting_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"shooting_clipper_same_side","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"shooting_ducking_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"shooting_ducking_butterfly","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"shooting_gyro_mirage","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"shooting_gyro_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"shooting_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"shooting_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"shooting_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"shooting_legover","legover-topology","base_trick=legover","high","topology heuristic"
"shooting_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"shooting_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"shooting_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"shooting_mirage_same_side","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"shooting_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"shooting_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"shooting_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"shoulder_stall","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"sidewalk","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"sidewalk","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"sidewalk","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"sidewalk","uptime-dex-downtime-butterfly","stepping + butterfly archetype","high","execution-pattern rule"
"sidewalk","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"sidewalk_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"sidewalk_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"smear","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"smear","mirage-topology","base_trick=mirage","high","topology heuristic"
"smear","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"smear","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"smear_same_side","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"smog","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"smoke","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"smoke","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"smudge","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"smudge","illusion-topology","base_trick=illusion","high","topology heuristic"
"smudge","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"sole_kick","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"sole_survivor","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"sole_survivor","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"spanishfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"spanishfly","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"spender","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spender","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spin","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"spinal_tap","tapping-family","modifier_link=tapping","high","freestyle_trick_modifier_links"
"spinal_tap","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"spinning_barfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"spinning_barfly","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"spinning_blender","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"spinning_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"spinning_butterfly","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"spinning_butterfly_kick","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"spinning_butterfly_kick","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_butterfly_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"spinning_butterfly_swirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"spinning_clipper","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_diving_symposium_whirl","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"spinning_diving_symposium_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_double_leg_over","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_double_over_down","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"spinning_drifter","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"spinning_ducking_blender","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_blender","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"spinning_ducking_butterfly","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_butterfly","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"spinning_ducking_clipper","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_clipper","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_drifter","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_illusion","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_illusion","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_legover","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_legover","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"spinning_ducking_osis","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_osis","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_blender","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_blender","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_blender","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"spinning_ducking_paradox_drifter","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
