"source","source_file","move_name","alternate_names","technical_name","source_adds","symbolic_notation_raw","start_contact","uptime_dex_1","uptime_dex_2","uptime_state_flags","midtime_body_actions","downtime_dexes","final_contact","surface_flags","positional_flags","component_flags","parsed_symbol_sequence","derived_adds","source_vs_derived_delta","derived_symbolic_family","derived_topology_family","unresolved_tokens","parse_confidence","review_status","notes"
"footbagmoves","footbagmoves-3-4adds.txt","Hurl","","Nuclear ss Whirl","4","Clip > Same Out (DEX) >> Same Front Whirl (DEX) > Op Clip (XBD)(DEL)","clip","same out","","","","same front whirl","clip","","XBD","DEX|DEX|XBD|DEL","clip › same out(DEX) ⟫ same front whirl(DEX) › op clip(XBD,DEL)","4","0","clip-front-whirl-clip","whirl-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Inspinning Butterfly","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Johny Quest","Neutron Smasher","Neutron Mirage","4","Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL)","toe","op out","","","back-spin","op in","toe","","","DEX|BOD|DEX|DEL","toe › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op toe(DEL)","4","0","toe-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Leaning Jowler","","Leaning ss Mirage","4","Clip > Op In (DEX) >> (front) Spin (BOD) >> Same In (DEX) > Op Toe (DEL)","clip","op in","","","front-spin","same in","toe","","","DEX|BOD|DEX|DEL","clip › op in(DEX) ⟫ [front] spin(BOD) ⟫ same in(DEX) › op toe(DEL)","4","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Legbeater","","Atomic Butterfly","4","Toe > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe","op out","","","","op out","clip","","XBD","DEX|DEX|XBD|DEL","toe › op out(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","4","0","toe-double-dex-clip","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Legfreezer","","Frozen Butterfly","4","Frigidosis > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","named:frigidosis","op out","","","","op out","clip","","XBD","DEX|DEX|XBD|DEL","Frigidosis › op out(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","4","0","?-double-dex-clip","double-dex-family","frigidosis","medium","needs_review",""
"footbagmoves","footbagmoves-3-4adds.txt","Little Apple","","Spyro Symposium Mirage","4","Clip >> (back) Spin (BOD) >> (no plant while) Same In (DEX)(BOD) > Op Toe (DEL)","clip","","","","back-spin","same in [BOD]","toe","","","BOD|DEX|BOD|DEL","clip ⟫ [back] spin(BOD) ⟫ [no plant while] same in(DEX,BOD) › op toe(DEL)","4","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Mantis","","Gyro Eggbeater","4","Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Out (DEX) > Same Toe (DEL)","clip","","","","back-spin","same out|op out","toe","","","BOD|DEX|DEX|DEL","clip ⟫ [back] spin(BOD) ⟫ same out(DEX) › op out(DEX) › same toe(DEL)","4","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Maverick","","Pixie ss Osis","4","Toe > Same In (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","same in","","","back-spin","","clip","","XBD","DEX|BOD|XBD|DEL","toe › same in(DEX) ⟫ [back] spin(BOD) › same clip(XBD,DEL)","4","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","MXZYPTLK","","Bubba Butterfly","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Neutron Smasher","Johny Quest","Neutron Mirage","4","Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL)","toe","op out","","","back-spin","op in","toe","","","DEX|BOD|DEX|DEL","toe › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op toe(DEL)","4","0","toe-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Nova","","Symposium Double Legover","4","Toe >> (no plant while) Op In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","toe","op in [BOD]","","no plant while","","op out","toe","","","DEX|BOD|DEX|DEL","toe ⟫ [no plant while] op in(DEX,BOD) › op out(DEX) › same toe(DEL)","4","0","toe-to-toe","uncategorized","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Illusion","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Illusion (same side)","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Legover","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Legover (same side)","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Mirage","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Mirage (same side)","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Pickup","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Nuclear Pickup (same side)","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3-4adds.txt","Omelette","","Atomic Illusion","4","Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Toe (DEL)","toe","op out","","","","op out [XDEX]","toe","","","DEX|DEX|XDEX|DEL","toe › op out(DEX) ⟫ op out(DEX,XDEX) › op toe(DEL)","4","0","toe-xdex-toe","xdex-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Osmosis","","Slapping Osis","4","Toe > Op In (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","op in","","","back-spin","","clip","","XBD","DEX|BOD|XBD|DEL","toe › op in(DEX) ⟫ [back] spin(BOD) › same clip(XBD,DEL)","4","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Paradon","","Toe set os Double Over Down","4","Toe >> Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op out","","","","same out","clip","","XBD","DEX|DEX|XBD|DEL","toe ⟫ op out(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","4","0","toe-double-dex-clip","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Park Avenue","","Fairy ss Butterfly","4","Toe > Same Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same out","","","","same out","clip","","XBD","DEX|DEX|XBD|DEL","toe › same out(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","4","0","toe-double-dex-clip","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Parkwalk","","Pixie Butterfly (same side)","4","Toe > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same in","","","","same out","clip","","XBD","DEX|DEX|XBD|DEL","toe › same in(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","4","0","toe-walk-clip","butterfly-walk-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Pdx DLO","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pdx Drifter","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pdx Whirl","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Phase","","Phasing ss Mirage","4","Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Op In (DEX) > Op Toe (DEL)","toe","same out","op back swirl","","","op in","toe","","","DEX|DEX|DEX|DEL","toe › same out(DEX) › op back swirl(DEX) ⟫ op in(DEX) › op toe(DEL)","4","0","toe-back-swirl-toe","swirl-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Pigbeater","","Pixie Eggbeater","4","Toe > Same In (DEX) >> Op Out (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same in","op out","","","op out","toe","","","DEX|DEX|DEX|DEL","toe › same in(DEX) ⟫ op out(DEX) › op out(DEX) › same toe(DEL)","4","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Drifter (same side)","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Ducking Legover","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Ducking Mirage","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Ducking Pickup","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Eggbeater","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Osis","","","4","Toe > Same In (DEX) >> (front) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same in","","","front-spin","","clip","","XBD","DEX|BOD|XBD|DEL","toe › same in(DEX) ⟫ [front] spin(BOD) › op clip(XBD,DEL)","4","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Symposium Illusion","","Pixie Flail","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Symposium Illusion (same side)","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Symposium Mirage","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3-4adds.txt","Pixie Symposium Mirage (same side)","","","4","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Double Switchover (far)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Dragster","","Miraging Dragon","3","Clip >> Op In (DEX) > Same Dragon (XBD)(DEL)","clip","op in","","","","","Same Dragon (XBD)(DEL)","","XBD","DEX|XBD|DEL","clip ⟫ op in(DEX) › same(XBD,DEL)","3","0","clip-single-dex-?","single-dex-family","dragon","medium","needs_review",""
"footbagmoves","footbagmoves-3adds.txt","Drifter","","Miraging Clipper","3","Clip >> Op In (DEX) > Same Clip (XBD)(DEL)","clip","op in","","","","","clip","","XBD","DEX|XBD|DEL","clip ⟫ op in(DEX) › same clip(XBD,DEL)","3","0","clip-single-dex-clip","single-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Drifter (same-side)","","Miraging Clipper","3","Clip >> Op In (DEX) > Same Clip (XBD)(DEL)","clip","op in","","","","","clip","","XBD","DEX|XBD|DEL","clip ⟫ op in(DEX) › same clip(XBD,DEL)","3","0","clip-single-dex-clip","single-dex-family","","high","ok","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Ducking Clipper","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Ducking Illusion","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Ducking Legover","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Ducking Mirage","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Ducking Pickup","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Eggbeater","","Illusioning Legover","3","Toe >> Op Out (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","op out","","","","op out","toe","","","DEX|DEX|DEL","toe ⟫ op out(DEX) › op out(DEX) › same toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Eggplant","","Atomic Legover","3","Toe > Op Out (DEX) >> Op Out (DEX) > Same Toe (DEL)","toe","op out","","","","op out","toe","","","DEX|DEX|DEL","toe › op out(DEX) ⟫ op out(DEX) › same toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Fairy Illusion (same side)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Fairy Legover","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Fairy Legover (same side)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Fairy Mirage (same side)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Fairy Pickup","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Far Reverse Whirl","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Fear","","Fairy Mirage","3","Toe > Same Out (DEX) >> Op In (DEX) > Op Toe (DEL)","toe","same out","","","","op in","toe","","","DEX|DEX|DEL","toe › same out(DEX) ⟫ op in(DEX) › op toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Firefly","","Butterfly Dragon","3","Set >> Op Out (DEX) > Op Dragon (XBD)(DEL)","set","op out","","","","","Op Dragon (XBD)(DEL)","","XBD","DEX|XBD|DEL","set ⟫ op out(DEX) › op(XBD,DEL)","3","0","set-single-dex-?","single-dex-family","dragon","medium","needs_review",""
"footbagmoves","footbagmoves-3adds.txt","Flail","","Symposium Illusion","3","SET > (no plant while) [BOD] OP OUT [DEX] > OP TOE [DEL]","set","op out [BOD]","","no plant while","","","toe","","","BOD|DEX|DEL","set › [no plant while] op out(BOD,DEX) › op toe(DEL)","3","0","set-to-toe","uncategorized","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Flapper","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Fudge","","Fairy Illusion","3","Toe > Same Out (DEX) >> Op Out (DEX) > Op Toe (DEL)","toe","same out","","","","op out","toe","","","DEX|DEX|DEL","toe › same out(DEX) ⟫ op out(DEX) › op toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Grifter","","Reverse Drifter","3","Clip >> Op Out (DEX) > Same Clip (XBD)(DEL)","clip","op out","","","","","clip","","XBD","DEX|XBD|DEL","clip ⟫ op out(DEX) › same clip(XBD,DEL)","3","0","clip-single-dex-clip","single-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Grifter (same side)","","Reverse Drifter","3","Clip >> Op Out (DEX) > Same Clip (XBD)(DEL)","clip","op out","","","","","clip","","XBD","DEX|XBD|DEL","clip ⟫ op out(DEX) › same clip(XBD,DEL)","3","0","clip-single-dex-clip","single-dex-family","","high","ok","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Gyro Clipper","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Gyro Illusion","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Gyro Mirage","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Icon","","Inspinning Legover","3","Clip >> (front) Spin (BOD) >> Same Out (DEX) > Same Toe (DEL)","clip","","","","front-spin","same out","toe","","","BOD|DEX|DEL","clip ⟫ [front] spin(BOD) ⟫ same out(DEX) › same toe(DEL)","3","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Inspinning Clipper","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Inspinning Osis","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Legeater","","Quantum Pickup","3","Toe > Op In (DEX) >> Op In (DEX) > Same Toe (DEL)","toe","op in","","","","op in","toe","","","DEX|DEX|DEL","toe › op in(DEX) ⟫ op in(DEX) › same toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Magellan","","Pixie Legover (same side)","3","Toe > Same In (DEX) >> Same Out (DEX) > Same Toe (DEL)","toe","same in","","","","same out","toe","","","DEX|DEX|DEL","toe › same in(DEX) ⟫ same out(DEX) › same toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Merkon","","Spinning Legover","3","Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Toe (DEL)","clip","","","","back-spin","op out","toe","","","BOD|DEX|DEL","clip ⟫ [back] spin(BOD) ⟫ op out(DEX) › same toe(DEL)","3","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Nallegam","","Fairy Pickup (same side)","3","Toe > Same Out (DEX) >> Same In (DEX) > Same Toe (DEL)","toe","same out","","","","same in","toe","","","DEX|DEX|DEL","toe › same out(DEX) ⟫ same in(DEX) › same toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Osis (far)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Osis (same side)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Pandora`s Box","","Gyro Pickup","3","Clip >> (back) Spin (BOD) >> Same In (DEX) > Same Toe (DEL)","clip","","","","back-spin","same in","toe","","","BOD|DEX|DEL","clip ⟫ [back] spin(BOD) ⟫ same in(DEX) › same toe(DEL)","3","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Parallax","","Gyro Legover","3","Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Toe (DEL)","clip","","","","back-spin","same out","toe","","","BOD|DEX|DEL","clip ⟫ [back] spin(BOD) ⟫ same out(DEX) › same toe(DEL)","3","0","clip-spin-toe","spin-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Paste","","Pixie Pickup","3","Toe > Same In (DEX) >> Op In (DEX) > Same Toe (DEL)","toe","same in","","","","op in","toe","","","DEX|DEX|DEL","toe › same in(DEX) ⟫ op in(DEX) › same toe(DEL)","3","0","toe-double-dex-toe","double-dex-family","","high","ok",""
"footbagmoves","footbagmoves-3adds.txt","Pdx Illusion","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Pdx Mirage","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Pixie Illusion (same side)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Pixie Legover","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Pixie Mirage (same side)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
"footbagmoves","footbagmoves-3adds.txt","Pixie Pickup","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-3adds.txt","Pixie Pickup (same side)","","","3","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation","fm:same-side-variant"
