"canonical_slug","display_name","source","source_file","source_adds","derived_adds","add_formula","symbolic_notation_raw","parsed_symbol_sequence","derived_symbolic_family","derived_topology_family","doctrine_status","first_class","curator_review_needed","publication_status","unresolved_questions","provenance_notes","parser_notes","review_status"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Toe > Op In (DEX) >> Op In (DEX) > Same Toe (DEL)","toe › op in(DEX) ⟫ op in(DEX) › same toe(DEL)","toe-double-dex-toe","double-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Toe > Same Out (DEX) >> Same In (DEX) > Same Toe (DEL)","toe › same out(DEX) ⟫ same in(DEX) › same toe(DEL)","toe-double-dex-toe","double-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Clip >> (back) Spin (BOD) >> Same In (DEX) > Same Toe (DEL)","clip ⟫ [back] spin(BOD) ⟫ same in(DEX) › same toe(DEL)","clip-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Toe (DEL)","clip ⟫ [back] spin(BOD) ⟫ same out(DEX) › same toe(DEL)","clip-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Toe > Same In (DEX) >> Op In (DEX) > Same Toe (DEL)","toe › same in(DEX) ⟫ op in(DEX) › same toe(DEL)","toe-double-dex-toe","double-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"reaper","Reaper","footbagmoves","footbagmoves-3adds.txt","3","3","dex(1) + dex(1) + stall(1) --> 3 ADDs","Clip >> Same Out (DEX) >> Same Out (DEX) > Same Toe (DEL)","clip ⟫ same out(DEX) ⟫ same out(DEX) › same toe(DEL)","clip-double-dex-toe","double-dex-family","pending","false","true","observational","Canonical decomposition; structural identity post clipper-stall family retirement.","FB.org 3-ADD confirms 'Reaper' (source_adds=3; jobs_notation_raw='CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL].'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21.","Folk-derived; no clear canonical decomposition; orphan after clipper-stall family retirement (Slice M 2026-05-16). Member of UNRESOLVED_COMPOUNDS allow-list.","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Clip >> Dive (BOD) >> Op Clip (XBD)(DEL)","clip ⟫ dive(BOD) ⟫ op clip(XBD,DEL)","clip-dive-clip","dive-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"scrambled-eggbeater","Scrambled Eggbeater","footbagmoves","footbagmoves-3adds.txt","3","3","atomic(+1) + pickup(2) --> 3 ADDs","Toe > Op Out (DEX) >> Op In (DEX) > Same Toe (DEL)","toe › op out(DEX) ⟫ op in(DEX) › same toe(DEL)","toe-double-dex-toe","double-dex-family","hedged","false","true","observational","Status pending per pt8: may overlap with another move.","FB.org 3-ADD confirms 'Scrambled Eggbeater' (source_adds=3; jobs_notation_raw='TOE > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21.","pt8 ruled Scrambled Eggbeater status on-hold (may overlap with another move). FB.org reading: atomic + pickup.","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Clip > Op In (DEX) >> Same Out (DEX) > Same Toe (DEL)","clip › op in(DEX) ⟫ same out(DEX) › same toe(DEL)","clip-double-dex-toe","double-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Clip >> Same Front Swirl (DEX) >> Same Dragon (XBD)(DEL)","clip ⟫ same front swirl(DEX) ⟫ same(XBD,DEL)","clip-front-swirl-?","swirl-family","","","","","","","","needs_review"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","Clip >> (same) Back Swirl (DEX) >> Same Dragon (XBD)(DEL)","clip ⟫ back swirl(DEX) ⟫ same(XBD,DEL)","clip-back-swirl-?","swirl-family","","","","","","","","needs_review"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","SET > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL]","set › [no plant while] op in(BOD,DEX) › op toe(DEL)","set-to-toe","uncategorized","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"terrage","Terrage","footbagmoves","footbagmoves-3adds.txt","3","3","dex(1) + dex(1) + stall(1) --> 3 ADDs (= double pixie)","Toe > Same In (DEX) >> Same In (DEX) >> Op Toe (DEL)","toe › same in(DEX) ⟫ same in(DEX) ⟫ op toe(DEL)","toe-double-dex-toe","double-dex-family","hedged","false","false","observational","","FB.org source parenthetical ""(Double Pixie)"" preserved as alternate name. | FB.org 3-ADD confirms 'Terrage' (source_adds=3; jobs_notation_raw='TOE > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL].'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21.","pt6 ruled Terrage = 3 ADDs (standalone). Source equates to Double Pixie. Terraging is distinct +3 modifier per pt6.","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","3","","SET > OP IN [DEX] > OP CLIP [XBD] [DEL]","set › op in(DEX) › op clip(XBD,DEL)","set-single-dex-clip","single-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-3adds.txt","3","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe >> Op Out (DEX) >> Same Out (DEX) >> Op Dragon (XBD)(DEL)","toe ⟫ op out(DEX) ⟫ same out(DEX) ⟫ op(XBD,DEL)","toe-double-dex-?","double-dex-family","","","","","","","","needs_review"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Same In (DEX) >> Duck (BOD) >> Op Out (DEX) > Same Toe (DEL)","toe › same in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › same toe(DEL)","toe-duck-toe","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Op In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL)","toe › op in(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op toe(DEL)","toe-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","5","","Clip >> Same Front Swirl (DEX) >> Same Fornt Swirl (DEX)(XDEX) > Same Clip (XBD)(DEL)","clip ⟫ same front swirl(DEX) ⟫ same(DEX,XDEX) › same clip(XBD,DEL)","clip-front-swirl-clip","swirl-family","","","","","","","","needs_review"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Op In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL)","toe › op in(DEX) ⟫ same in(DEX,XDEX) › op toe(DEL)","toe-xdex-toe","xdex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Op In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe › op in(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","toe-double-dex-clip","double-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","5","","Clip >> Same In (DEX)(PDX) > Same Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip ⟫ same in(DEX,PDX) › same back swirl(DEX) › same clip(XBD,DEL)","clip-back-swirl-clip","swirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Same In (DEX) >> Same Out (DEX) > Same In (DEX) > Op Toe (DEL)","toe › same in(DEX) ⟫ same out(DEX) › same in(DEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","toe › op out(DEX) ⟫ same out(DEX) › op clip(XBD,DEL)","toe-double-dex-clip","double-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Clip >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","clip ⟫ op in(DEX) › [front] spin(BOD) › op clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL)","toe › same out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op toe(DEL)","toe-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Op Out (DEX) >> Same In (DEX) > Same Clip (XBD)(DEL)","toe › op out(DEX) ⟫ same in(DEX) › same clip(XBD,DEL)","toe-double-dex-clip","double-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","toe › op in(DEX) ⟫ op out(DEX) › op clip(XBD,DEL)","toe-walk-clip","butterfly-walk-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Toe > Same In (DEX) >> Duck (BOD) >> (front) Spin (BOD) > Op Toe (DEL)","toe › same in(DEX) ⟫ duck(BOD) ⟫ [front] spin(BOD) › op toe(DEL)","toe-duck-toe","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Clip > (back) Spin (BOD) > Same In (DEX) >> Op Out (DEX) > Op Toe (DEL)","clip › [back] spin(BOD) › same in(DEX) ⟫ op out(DEX) › op toe(DEL)","clip-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"whirr","Whirr","footbagmoves","footbagmoves-4adds.txt","4","5","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs (= double-whirl)","Clip >> Op Front Whirl (DEX) >> Same Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","clip ⟫ op front whirl(DEX) ⟫ same front whirl(DEX,XDEX) › op clip(XBD,DEL)","clip-front-whirl-clip","whirl-family","hedged","false","true","observational","Whether Whirr (double-whirl) is canonical or a multiplicity alias.","FB.org 4-ADD confirms 'Whirr' (source_adds=4; jobs='SET > OP IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [dex] [xbd] [del]'); ingested 2026-05-21.","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Clip > Same Back Swirl (DEX) >> Same Front Swirl (DEX) > Same Clip (XBD)(DEL)","clip › same back swirl(DEX) ⟫ same front swirl(DEX) › same clip(XBD,DEL)","clip-back-swirl-clip","swirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","XBD Toe > Op In (DEX) >> Op Out (DEX) > Op XBD Toe (XBD)(DEL)","XBD Toe › op in(DEX) ⟫ op out(DEX) › op(XBD,DEL)","?-walk-?","butterfly-walk-family","","","","","","","","needs_review"
"","","footbagmoves","footbagmoves-4adds.txt","4","4","","Clip >> Dive (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL)[/quote]","clip ⟫ dive(BOD) ⟫ op out(DEX) › op clip(XBD,DEL)","clip-dive-clip","dive-family","","","","","","","","needs_review"
"","","footbagmoves","footbagmoves-4adds.txt","4","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","5","","Toe > Same In (DEX) >> Same In (DEX) >> Same In (DEX)(XDEX) > Op Toe (DEL)","toe › same in(DEX) ⟫ same in(DEX) ⟫ same in(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","5","","Toe > Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe › op out(DEX) ⟫ [no plant while] op out(DEX,XDEX,BOD) › op toe(DEL)","toe-xdex-toe","xdex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","5","","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX) > Same Toe (DEL)","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op out(DEX) › same toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","5","","Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL)","clip ⟫ duck(BOD) ⟫ same in(DEX,PDX) › same clip(XBD,DEL)","clip-duck-clip","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","5","","Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe › same out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › op out(DEX) › same toe(DEL)","toe-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","5","","Clip > Front Whirl (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL)","clip › front whirl(DEX) ⟫ op front whirl(DEX,PDX) › op clip(XBD,DEL)","clip-front-whirl-clip","whirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","5","","Clip >> (no plant while) Same Out (DEX)(BOD)(PDX) > Op Out (DEX) > Same Toe (DEL)","clip ⟫ [no plant while] same out(DEX,BOD,PDX) › op out(DEX) › same toe(DEL)","clip-paradox-toe","paradox-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","5","","","","","no-notation","no-notation","","","","","","","","source_has_no_notation"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Same Out (DEX)(PDX) >> Op In (DEX)(XDEX) > Same Clip (XBD)(DEL)","clip › same out(DEX,PDX) ⟫ op in(DEX,XDEX) › same clip(XBD,DEL)","clip-xdex-clip","xdex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) > Duck (BOD) >> (no plant while) Op In (DEX)(PDX)(BOD) > Op Toe (DEL)","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ [no plant while] op in(DEX,PDX,BOD) › op toe(DEL)","clip-spin-toe","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip › op in(DEX) › same in(DEX) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","clip-multi-dex-clip","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] op in(DEX,XDEX,BOD) › op toe(DEL)","toe-xdex-toe","xdex-family","","","","","","","","ok"
"big-apple","Big Apple","footbagmoves","footbagmoves-5-6adds.txt","6","6","gyro(+1) + symposium(+1) + torque(4) --> 6 ADDs","Clip >> (back) Spin (BOD) > (no plant while) Same In (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) › [no plant while] same in(DEX,BOD) › [back] spin(BOD) › op clip(XBD,DEL)","clip-spin-clip","spin-family","hedged","false","false","observational","","FB.org 6-ADD confirms 'Big Apple' (source_adds=6; jobs='CLIP > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] same in(DEX,BOD) › op out(DEX) › same toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"blurrage","Blurrage","footbagmoves","footbagmoves-5-6adds.txt","6","6","stepping(+1) + paradox(+1) + barrage(3) --> 5 ADDs","Clip > Op In (DEX) >> Op In (DEX)(PDX) > Same In (DEX)(XDEX) > Op Toe (DEL)","clip › op in(DEX) ⟫ op in(DEX,PDX) › same in(DEX,XDEX) › op toe(DEL)","clip-multi-dex-toe","multi-dex-family","hedged","false","true","observational","Confirm Stepping Paradox Barrage reading; resolve the duplicate footbagmoves Blurrage row.","FM source has Blurrage at 6 ADD; FB.org at 5. | FB.org 5-ADD confirms 'Blurrage' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL]'); ingested 2026-05-21.","Structural reading: Stepping Paradox Barrage (technical_name 'Blurry Barrage'); not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. NOTE: a duplicate 'Blurrage' row exists in the footbagmoves source (two byte-identical rows); preserved per source-truth rule, flagged for curator de-duplication.","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> (back) Spin (BOD) > Dive (BOD) >> (no plant while) Same Front Whirl (DEX)(BOD) > Op Clip (XBD)(DEL)","clip ⟫ [back] spin(BOD) › dive(BOD) ⟫ [no plant while] same front whirl(DEX,BOD) › op clip(XBD,DEL)","clip-spin-whirl","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ same in(DEX) › op out(DEX) › same toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op In (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe › op in(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","toe-duck-whirl","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same In (DEX) >> (no plant while) Op Front Whirl (DEX)(BOD) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","toe › same in(DEX) ⟫ [no plant while] op front whirl(DEX,BOD) › op back swirl(DEX) › same clip(XBD,DEL)","toe-front-whirl-clip","whirl-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › op back swirl(DEX) › same clip(XBD,DEL)","clip-duck-clip","duck-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe › [rooted] same in(DEX,BOD) › op out(DEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","toe-multi-dex-toe","multi-dex-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe › same out(DEX) › op back swirl(DEX) ⟫ op back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","toe-spin-whirl","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Clip >> Same Front Swirl (DEX) > Same Front Swirl (DEX)(XDEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip ⟫ same front swirl(DEX) › same front swirl(DEX,XDEX) › [back] spin(BOD) › op clip(XBD,DEL)","clip-spin-clip","spin-family","","","","","","","","ok"
"","","footbagmoves","footbagmoves-5-6adds.txt","6","6","","Toe > Op Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe › op out(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","toe-duck-whirl","duck-family","","","","","","","","ok"
