event_id,discipline,discipline_name,placement,player_raw,team_raw,score_text,source_type,data_source,result_row_id
1982_worlds,Open Sgls Net,Open Sgls Net,1,Kenny Shults,,,FBW,PRE1997,b83a963033
1982_worlds,Open Sgls Net,Open Sgls Net,2,Billy Hayne,,,FBW,PRE1997,877c97aef7
1982_worlds,Open Sgls Net,Open Sgls Net,3,Bruce Guettich,,,FBW,PRE1997,37989f1a5c
1982_worlds,Open Dbls Net,Open Dbls Net,1,,Mag Hughes/Billy Hayne,,FBW,PRE1997,9313635c5c
1982_worlds,Open Dbls Net,Open Dbls Net,2,,Kenny Shults/Walt Mason,,FBW,PRE1997,334795941e
1982_worlds,Open Dbls Net,Open Dbls Net,3,,Fred Kipley/Gary Preston,,FBW,PRE1997,b0d6bf4c8f
1982_worlds,Women's Sgls Net,Women's Sgls Net,1,Cheryl Hughes,,,FBW,PRE1997,609f3f30fb
1982_worlds,Women's Sgls Net,Women's Sgls Net,2,Carolyn Ramondie,,,FBW,PRE1997,a3c659f467
1982_worlds,Women's Sgls Net,Women's Sgls Net,3,Karen Gunther,,,FBW,PRE1997,69ca6270c5
1982_worlds,Women's Dbls Net,Women's Dbls Net,1,,Carolyn Ramondie/Lori Jean Tarr,,FBW,PRE1997,0f4334650b
1982_worlds,Women's Dbls Net,Women's Dbls Net,2,,Rita Buckley/Alex Frazier,,FBW,PRE1997,315223983f
1982_worlds,Women's Dbls Net,Women's Dbls Net,3,,Karen Uppinghouse/Cheryl Hughes,,FBW,PRE1997,14aed77b21
1982_worlds,Mixed Dbls Net,Mixed Dbls Net,1,,Mag Hughes/Alex Frazier,,FBW,PRE1997,4c06cfa01a
1982_worlds,Mixed Dbls Net,Mixed Dbls Net,2,,Billy Hayne/Cheryl Hughes,,FBW,PRE1997,6b4eb67eec
1982_worlds,Mixed Dbls Net,Mixed Dbls Net,3,,Greg Cortopassi/Rita Buckley,,FBW,PRE1997,550ca7ceb6
1982_worlds,Open Sgls Consecutive,Open Sgls Consecutive,1,Kenny Shults,,,FBW,PRE1997,590eadc6cb
1982_worlds,Open Sgls Consecutive,Open Sgls Consecutive,2,Andy Linder,,,FBW,PRE1997,079c2f8370
1982_worlds,Open Sgls Consecutive,Open Sgls Consecutive,3,Gary Laut,,,FBW,PRE1997,5a70962dc8
1982_worlds,Open Golf,Open Golf,1,Mike Harding,,,FBW,PRE1997,4a28098dc0
1982_worlds,Open Golf,Open Golf,2,Kenny Shults,,,FBW,PRE1997,a8e4d54e96
1982_worlds,Open Golf,Open Golf,3,Greg Cortopassi,,,FBW,PRE1997,9e1a4ac3b3
1983_worlds_nhsa,Open Sgls Net,Open Sgls Net,1,Mag Hughes,,,FBW,PRE1997,98a0e0aebf
1983_worlds_nhsa,Open Sgls Net,Open Sgls Net,2,Kenny Shults,,,FBW,PRE1997,ff052ef614
1983_worlds_nhsa,Open Sgls Net,Open Sgls Net,3,Dave Robinson,,,FBW,PRE1997,6f121bebd8
1983_worlds_nhsa,Open Dbls Net,Open Dbls Net,1,,Mag Hughes/Billy Hayne,,FBW,PRE1997,14b96b52ca
1983_worlds_nhsa,Open Dbls Net,Open Dbls Net,2,,Greg Cortopassi/Bruce Guettich,,FBW,PRE1997,e66d08c1e2
1983_worlds_nhsa,Open Dbls Net,Open Dbls Net,3,,Kevin Courtney/Dave Robinson,,FBW,PRE1997,f25ed8fc0d
1983_worlds_nhsa,Mixed Dbls Net,Mixed Dbls Net,1,,Lori Jean Tarr/Bruce Guettich,,FBW,PRE1997,4242fb6a3f
1983_worlds_nhsa,Mixed Dbls Net,Mixed Dbls Net,2,,Shannon Aubin/Dave Robinson,,FBW,PRE1997,bd781aaad0
1983_worlds_nhsa,Mixed Dbls Net,Mixed Dbls Net,3,,Tricia George/Tim Fitzgerald,,FBW,PRE1997,5874e1bf64
1983_worlds_nhsa,Open Sgls Freestyle,Open Sgls Freestyle,1,Jack Schoolcraft,,,FBW,PRE1997,79878edcf8
1983_worlds_nhsa,Open Sgls Freestyle,Open Sgls Freestyle,2,Jim Caveney,,,FBW,PRE1997,bb2bdb9655
1983_worlds_nhsa,Open Sgls Freestyle,Open Sgls Freestyle,3,Bill Bethurum,,,FBW,PRE1997,f3e4c16336
1983_worlds_nhsa,Open Team Freestyle,Open Team Freestyle,1,,Kenny Shults/Gary Laut/Jim Caveney,,FBW,PRE1997,7ba709391b
1983_worlds_nhsa,Open Team Freestyle,Open Team Freestyle,2,,Kevin Courtney/Dave Robinson/Reed Gray,,FBW,PRE1997,244d6dfb22
1983_worlds_nhsa,Open Team Freestyle,Open Team Freestyle,3,,Robert Conover/Jim Fitzgerald,,FBW,PRE1997,da78f9c7c0
1983_worlds_nhsa,Open Golf,Open Golf,1,Mike Harding,,,FBW,PRE1997,09a648931b
1983_worlds_nhsa,Open Golf,Open Golf,2,Tim Mackey,,,FBW,PRE1997,92050a27bc
1983_worlds_nhsa,Open Golf,Open Golf,3,Kenny Shults,,,FBW,PRE1997,11aadc2902
1983_worlds_wfa,Open Sgls Net,Open Sgls Net,1,Kenny Shults,,,FBW,PRE1997,56f1486137
1983_worlds_wfa,Open Sgls Net,Open Sgls Net,2,Dave Robinson,,,FBW,PRE1997,30f480459f
1983_worlds_wfa,Open Sgls Net,Open Sgls Net,3,Steve Fennell,,,FBW,PRE1997,c96d2d93b1
1983_worlds_wfa,Open Dbls Net,Open Dbls Net,1,,Kenny Shults/Mike Harding,,FBW,PRE1997,aef0975903
1983_worlds_wfa,Open Dbls Net,Open Dbls Net,2,,Dave Hill/Dave Robinson,,FBW,PRE1997,ee27ec484c
1983_worlds_wfa,Open Dbls Net,Open Dbls Net,3,,Bob Swerdlick/Mike Puderbaugh,,FBW,PRE1997,18784d3a47
1983_worlds_wfa,Women's Sgls Net,Women's Sgls Net,1,Lori Jean Tarr,,,FBW,PRE1997,2cfcf50581
1983_worlds_wfa,Women's Sgls Net,Women's Sgls Net,2,Nancy Reynolds,,,FBW,PRE1997,72db0e5877
1983_worlds_wfa,Women's Sgls Net,Women's Sgls Net,3,Tricia George,,,FBW,PRE1997,5a3a7abe3b
1983_worlds_wfa,Women's Dbls Net,Women's Dbls Net,1,,Lori Jean Tarr/Rita Buckley,,FBW,PRE1997,1f67f0c371
1983_worlds_wfa,Women's Dbls Net,Women's Dbls Net,2,,Shannon Aubin/Tricia George,,FBW,PRE1997,e519f2aaa8
1983_worlds_wfa,Women's Dbls Net,Women's Dbls Net,3,,Karin Atogpian/Constance Constable,,FBW,PRE1997,478f6e64b7
1983_worlds_wfa,Mixed Dbls Net,Mixed Dbls Net,1,,Nancy Reynolds/Constance Constable,,FBW,PRE1997,30722f65b5
1983_worlds_wfa,Mixed Dbls Net,Mixed Dbls Net,2,,Tricia George/Jody Grace,,FBW,PRE1997,c7bf90d101
1983_worlds_wfa,Mixed Dbls Net,Mixed Dbls Net,3,,Nancy Reynolds/Constance Constable,,FBW,PRE1997,c007d6733b
1983_worlds_wfa,Open Golf,Open Golf,1,Kenny Shults,,,FBW,PRE1997,49d69f136c
1983_worlds_wfa,Open Golf,Open Golf,2,?,,,FBW,PRE1997,3ddbe28d53
1983_worlds_wfa,Open Golf,Open Golf,3,?,,,FBW,PRE1997,3be65a8b51
1984_wfa_nationals,Open Sgls Net,Open Sgls Net,1,Mag Hughes,,,FBW,PRE1997,844292e07d
1984_wfa_nationals,Open Sgls Net,Open Sgls Net,2,Dave Robinson,,,FBW,PRE1997,6096159dce
1984_wfa_nationals,Open Sgls Net,Open Sgls Net,3,Kenny Shults,,,FBW,PRE1997,5b6ecdc054
1984_wfa_nationals,Open Dbls Net,Open Dbls Net,1,,Mag Hughes/Billy Hayne,,FBW,PRE1997,c8ad9090d2
1984_wfa_nationals,Open Dbls Net,Open Dbls Net,2,,Kenny Shults/Mike Harding,,FBW,PRE1997,7625531637
1984_wfa_nationals,Open Dbls Net,Open Dbls Net,3,,Jim Caveney/Dave Robinson,,FBW,PRE1997,83c9548cdd
1984_wfa_nationals,Women's Sgls Net,Women's Sgls Net,1,Nancy Reynolds,,,FBW,PRE1997,e74ee0089e
1984_wfa_nationals,Women's Sgls Net,Women's Sgls Net,2,Tricia George,,,FBW,PRE1997,b694daa76e
1984_wfa_nationals,Women's Sgls Net,Women's Sgls Net,3,Trudy Archdale,,,FBW,PRE1997,d531446133
1984_wfa_nationals,Women's Dbls Net,Women's Dbls Net,1,,Nancy Reynolds/Tricia George,,FBW,PRE1997,fe6a936768
1984_wfa_nationals,Women's Dbls Net,Women's Dbls Net,2,,Constance Constable/Jenny Davidson,,FBW,PRE1997,62dfbf940e
1984_wfa_nationals,Women's Dbls Net,Women's Dbls Net,3,,Jodi Sebastian/Shannon Aubin,,FBW,PRE1997,9ba0ac45d0
1984_wfa_nationals,Mixed Dbls Net,Mixed Dbls Net,1,,Tricia George/Dave Robinson,,FBW,PRE1997,d707fe1939
1984_wfa_nationals,Mixed Dbls Net,Mixed Dbls Net,2,,Nancy Reynolds/Greg Cortopassi,,FBW,PRE1997,f52bc1c937
1984_wfa_nationals,Mixed Dbls Net,Mixed Dbls Net,3,,Cheryl Hughes/Mag Hughes,,FBW,PRE1997,62e303cd41
1984_wfa_nationals,Open Sgls Freestyle,Open Sgls Freestyle,1,Andy Linder,,,FBW,PRE1997,a5effdf8e7
1984_wfa_nationals,Open Sgls Freestyle,Open Sgls Freestyle,2,Kenny Shults,,,FBW,PRE1997,cc99d1b3b0
1984_wfa_nationals,Open Sgls Freestyle,Open Sgls Freestyle,3,Jack Schoolcraft,,,FBW,PRE1997,8f81de21d6
1984_wfa_nationals,Open Team Freestyle,Open Team Freestyle,1,,Jim Fitzgerald/Jack Schoolcraft,,FBW,PRE1997,2e69bf2265
1984_wfa_nationals,Open Team Freestyle,Open Team Freestyle,2,,Gary Laut/Jim Caveney/Mag Hughes,,FBW,PRE1997,518e3edc68
1984_wfa_nationals,Open Team Freestyle,Open Team Freestyle,3,,Scott Cleere/Bill Bethurum,,FBW,PRE1997,dd2156def6
1984_wfa_nationals,Women's Team Freestyle,Women's Team Freestyle,1,,Tricia George/Jodi Sebastian,,FBW,PRE1997,0633df218b
1984_wfa_nationals,Women's Team Freestyle,Women's Team Freestyle,2,,Suzanne Beauchemin/Constance Constable,,FBW,PRE1997,428d87e172
1984_wfa_nationals,Women's Team Freestyle,Women's Team Freestyle,3,,Jenny Davidson/Ruth Osterman,,FBW,PRE1997,7d8692ded8
1984_wfa_nationals,Open Golf,Open Golf,1,Kenny Shults,,,FBW,PRE1997,0a944f1ff2
1984_wfa_nationals,Open Golf,Open Golf,2,Tim Mackey,,,FBW,PRE1997,e84423cbcc
1984_wfa_nationals,Open Golf,Open Golf,3,Tobin Wigger,,,FBW,PRE1997,dd9b2f1b67
1985_wfa_nationals,Open Sgls Net,Open Sgls Net,1,Mag Hughes,,,FBW,PRE1997,22af5de874
1985_wfa_nationals,Open Sgls Net,Open Sgls Net,2,Dave Robinson,,,FBW,PRE1997,2ccaf54736
1985_wfa_nationals,Open Sgls Net,Open Sgls Net,3,Kenny Shults,,,FBW,PRE1997,7ba60e1fdb
1985_wfa_nationals,Open Dbls Net,Open Dbls Net,1,,Kenny Shults/Mike Harding,,FBW,PRE1997,4cbf7010bc
1985_wfa_nationals,Open Dbls Net,Open Dbls Net,2,,Mag Hughes/Billy Hayne,,FBW,PRE1997,c8b42b5066
1985_wfa_nationals,Open Dbls Net,Open Dbls Net,3,,Jim Caveney/Dave Robinson,,FBW,PRE1997,9cb35882ec
1985_wfa_nationals,Women's Sgls Net,Women's Sgls Net,1,Tricia George,,,FBW,PRE1997,578d8c715d
1985_wfa_nationals,Women's Sgls Net,Women's Sgls Net,2,Nancy Reynolds,,,FBW,PRE1997,2c75b7b169
1985_wfa_nationals,Women's Sgls Net,Women's Sgls Net,3,Trudy Archdale,,,FBW,PRE1997,4d64d3a78d
1985_wfa_nationals,Women's Dbls Net,Women's Dbls Net,1,,Nancy Reynolds/Tricia George,,FBW,PRE1997,2224538390
1985_wfa_nationals,Women's Dbls Net,Women's Dbls Net,2,,Constance Constable/Trudy Archdale,,FBW,PRE1997,3cc053933b
1985_wfa_nationals,Women's Dbls Net,Women's Dbls Net,3,,Linda Burt/Suzanne Beauchemin,,FBW,PRE1997,423392d4af
1985_wfa_nationals,Mixed Dbls Net,Mixed Dbls Net,1,,Tricia George/Dave Robinson,,FBW,PRE1997,702c9aabf0
1985_wfa_nationals,Mixed Dbls Net,Mixed Dbls Net,2,,Trudy Archdale/Bruce Guettich,,FBW,PRE1997,b6d38cb659
1985_wfa_nationals,Mixed Dbls Net,Mixed Dbls Net,3,,Constance Constable/Jim Caveney,,FBW,PRE1997,f5f4fd8437
1985_wfa_nationals,Open Sgls Freestyle,Open Sgls Freestyle,1,Kenny Shults,,,FBW,PRE1997,4fb1b6b50a
1985_wfa_nationals,Open Sgls Freestyle,Open Sgls Freestyle,2,Dennis Ross,,,FBW,PRE1997,8c815d1080
1985_wfa_nationals,Open Sgls Freestyle,Open Sgls Freestyle,3,Jack Schoolcraft,,,FBW,PRE1997,bba60dd30e
1985_wfa_nationals,Open Team Freestyle,Open Team Freestyle,1,,Bruce Guettich/Greg Cortopassi,,FBW,PRE1997,63be9817f8
1985_wfa_nationals,Open Team Freestyle,Open Team Freestyle,2,,Scott Cleere/Bill Bethurum,,FBW,PRE1997,e7aa5fd623
1985_wfa_nationals,Open Team Freestyle,Open Team Freestyle,3,,Brent Welch/Bill Langbehn,,FBW,PRE1997,9777d6e24e
1985_wfa_nationals,Open Sgls Consecutive,Open Sgls Consecutive,1,Andy Linder,,,FBW,PRE1997,61f84722ea
1985_wfa_nationals,Open Sgls Consecutive,Open Sgls Consecutive,2,Pat Castle,,,FBW,PRE1997,33738329f2
1985_wfa_nationals,Open Sgls Consecutive,Open Sgls Consecutive,3,Fred Barnum,,,FBW,PRE1997,1e628d85b4
1985_wfa_nationals,Open Dbls Consecutive,Open Dbls Consecutive,1,,Jack Schoolcraft/Pat Castle,,FBW,PRE1997,10e6bb7299
1985_wfa_nationals,Open Dbls Consecutive,Open Dbls Consecutive,2,,Chris Ott/Jeff Johnson,,FBW,PRE1997,9ec5a31726
1985_wfa_nationals,Open Dbls Consecutive,Open Dbls Consecutive,3,,Jon Lind/Dennis Ross,,FBW,PRE1997,cdf074c8e9
1986_worlds_golden,Open Sgls Net,Open Sgls Net,1,Mag Hughes,,,FBW,PRE1997,9d0f6e9bb3
1986_worlds_golden,Open Sgls Net,Open Sgls Net,2,Dave Robinson,,,FBW,PRE1997,3ce96ecbb6
1986_worlds_golden,Open Sgls Net,Open Sgls Net,3,Kenny Shults,,,FBW,PRE1997,763957a5b0
1986_worlds_golden,Open Dbls Net,Open Dbls Net,1,,Kenny Shults/Mike Harding,,FBW,PRE1997,ed350252b3
1986_worlds_golden,Open Dbls Net,Open Dbls Net,2,,Mag Hughes/Billy Hayne,,FBW,PRE1997,89e7ab5a9a
1986_worlds_golden,Open Dbls Net,Open Dbls Net,3,,Jim Caveney/Dave Robinson,,FBW,PRE1997,cc5eee263f
1986_worlds_golden,Women's Sgls Net,Women's Sgls Net,1,Tricia George,,,FBW,PRE1997,aadb2b58fb
1986_worlds_golden,Women's Sgls Net,Women's Sgls Net,2,Nancy Reynolds,,,FBW,PRE1997,ded1873b47
1986_worlds_golden,Women's Sgls Net,Women's Sgls Net,3,Jodi Sebastian,,,FBW,PRE1997,f653acb622
1986_worlds_golden,Women's Dbls Net,Women's Dbls Net,1,,Nancy Reynolds/Tricia George,,FBW,PRE1997,d65e8c0b51
1986_worlds_golden,Women's Dbls Net,Women's Dbls Net,2,,Constance Constable/Jodi Sebastian,,FBW,PRE1997,70ed462d12
1986_worlds_golden,Women's Dbls Net,Women's Dbls Net,3,,Linda Burt/Trudy Archdale,,FBW,PRE1997,7ad0a3f708
1986_worlds_golden,Mixed Dbls Net,Mixed Dbls Net,1,,Tricia George/Dave Robinson,,FBW,PRE1997,ae589cca2a
1986_worlds_golden,Mixed Dbls Net,Mixed Dbls Net,2,,Trudy Archdale/Bruce Guettich,,FBW,PRE1997,7296f8689d
1986_worlds_golden,Mixed Dbls Net,Mixed Dbls Net,3,,Constance Constable/Jim Caveney,,FBW,PRE1997,1ffd6cf261
1986_worlds_golden,Open Sgls Freestyle,Open Sgls Freestyle,1,Kenny Shults,,,FBW,PRE1997,7b58e37102
1986_worlds_golden,Open Sgls Freestyle,Open Sgls Freestyle,2,Dennis Ross,,,FBW,PRE1997,3a2033be5b
1986_worlds_golden,Open Sgls Freestyle,Open Sgls Freestyle,3,Scott Cleere,,,FBW,PRE1997,54ea5d712c
1986_worlds_golden,Open Team Freestyle,Open Team Freestyle,1,,Bruce Guettich/Greg Cortopassi,,FBW,PRE1997,222d5250b4
1986_worlds_golden,Open Team Freestyle,Open Team Freestyle,2,,Scott Cleere/Bill Bethurum,,FBW,PRE1997,fc8c9ac9bd
1986_worlds_golden,Open Team Freestyle,Open Team Freestyle,3,,Jim Fitzgerald/Jack Schoolcraft,,FBW,PRE1997,d61031d6fe
1986_worlds_golden,Open Sgls Consecutive,Open Sgls Consecutive,1,Andy Linder,,,FBW,PRE1997,9a6d30681d
1986_worlds_golden,Open Sgls Consecutive,Open Sgls Consecutive,2,Pat Castle,,,FBW,PRE1997,712301f2d0
1986_worlds_golden,Open Sgls Consecutive,Open Sgls Consecutive,3,Fred Barnum,,,FBW,PRE1997,d2686fd87e
1986_worlds_golden,Open Dbls Consecutive,Open Dbls Consecutive,1,,Jack Schoolcraft/Pat Castle,,FBW,PRE1997,0a9c19486a
1986_worlds_golden,Open Dbls Consecutive,Open Dbls Consecutive,2,,Jon Lind/Dennis Ross,,FBW,PRE1997,aba64ade31
1986_worlds_golden,Open Dbls Consecutive,Open Dbls Consecutive,3,,Chris Ott/Jeff Johnson,,FBW,PRE1997,dad844aacb
1987_worlds_golden,Open Sgls Net,Open Sgls Net,1,Mag Hughes,,,FBW,PRE1997,385f4979ca
1987_worlds_golden,Open Sgls Net,Open Sgls Net,2,Kenny Shults,,,FBW,PRE1997,1196d3c1d6
1987_worlds_golden,Open Sgls Net,Open Sgls Net,3,Dave Robinson,,,FBW,PRE1997,ccfeaacef0
1987_worlds_golden,Women's Sgls Net,Women's Sgls Net,1,Tricia George,,,FBW,PRE1997,c7164ab3e2
1987_worlds_golden,Women's Sgls Net,Women's Sgls Net,2,Jodi Sebastian,,,FBW,PRE1997,f195cda10c
1987_worlds_golden,Women's Sgls Net,Women's Sgls Net,3,Nancy Reynolds,,,FBW,PRE1997,45b3aa75f0
1987_worlds_golden,Women's Dbls Net,Women's Dbls Net,1,,Nancy Reynolds/Tricia George,,FBW,PRE1997,0acde5f131
1987_worlds_golden,Women's Dbls Net,Women's Dbls Net,2,,Constance Constable/Jodi Sebastian,,FBW,PRE1997,32fb6ac835
1987_worlds_golden,Women's Dbls Net,Women's Dbls Net,3,,Suzanne Beauchemin/Linda Burt,,FBW,PRE1997,23fc6dc863
1987_worlds_golden,Open Team Freestyle,Open Team Freestyle,1,,Jim Fitzgerald/Jack Schoolcraft,,FBW,PRE1997,9cc53184dd
1987_worlds_golden,Open Team Freestyle,Open Team Freestyle,2,,Bruce Guettich/Greg Cortopassi,,FBW,PRE1997,e14d194aeb
1987_worlds_golden,Open Team Freestyle,Open Team Freestyle,3,,Scott Cleere/Bill Bethurum,,FBW,PRE1997,db57deeee9
1989_worlds_golden,Open Sgls Net,Open Sgls Net,1,Dave Robinson,,,FBW,PRE1997,4ee03dc5a9
1989_worlds_golden,Open Sgls Net,Open Sgls Net,2,Mag Hughes,,,FBW,PRE1997,cbb22bf476
1989_worlds_golden,Open Sgls Net,Open Sgls Net,3,Jim Fitzgerald,,,FBW,PRE1997,85c59890db
1989_worlds_golden,Open Dbls Net,Open Dbls Net,1,,Kenny Shults/Mike Harding,,FBW,PRE1997,8a09448b8f
1989_worlds_golden,Open Dbls Net,Open Dbls Net,2,,Dave Robinson/Kevin Courtney,,FBW,PRE1997,53e6c36adc
1989_worlds_golden,Open Dbls Net,Open Dbls Net,3,,Mag Hughes/Jim Fitzgerald,,FBW,PRE1997,4e928577ed
1989_worlds_golden,Women's Sgls Net,Women's Sgls Net,1,Tricia George,,,FBW,PRE1997,f68c23734b
1989_worlds_golden,Women's Sgls Net,Women's Sgls Net,2,Nancy Reynolds,,,FBW,PRE1997,0273d4e471
1989_worlds_golden,Women's Sgls Net,Women's Sgls Net,3,Jodi Sebastian,,,FBW,PRE1997,5c351124cd
1989_worlds_golden,Women's Dbls Net,Women's Dbls Net,1,,Nancy Reynolds/Tricia George,,FBW,PRE1997,ccaeb4e7ba
1989_worlds_golden,Women's Dbls Net,Women's Dbls Net,2,,Constance Constable/Jodi Sebastian,,FBW,PRE1997,0eaf15f889
1989_worlds_golden,Women's Dbls Net,Women's Dbls Net,3,,Suzanne Beauchemin/Linda Burt,,FBW,PRE1997,41bb2e9a79
1989_worlds_golden,Mixed Dbls Net,Mixed Dbls Net,1,,Tricia George/Dave Robinson,,FBW,PRE1997,8452dd083f
1989_worlds_golden,Mixed Dbls Net,Mixed Dbls Net,2,,Nancy Reynolds/Mag Hughes,,FBW,PRE1997,07b90ec8b5
1989_worlds_golden,Mixed Dbls Net,Mixed Dbls Net,3,,Suzanne Beauchemin/Greg Cortopassi,,FBW,PRE1997,b45dcc9caa
1989_worlds_golden,Open Sgls Freestyle,Open Sgls Freestyle,1,Kenny Shults,,,FBW,PRE1997,96b2e4ebc6
1989_worlds_golden,Open Sgls Freestyle,Open Sgls Freestyle,2,Dennis Ross,,,FBW,PRE1997,a4f5089357
1989_worlds_golden,Open Sgls Freestyle,Open Sgls Freestyle,3,Brent Welch,,,FBW,PRE1997,7ab00f0526
1989_worlds_golden,Open Team Freestyle,Open Team Freestyle,1,,Jim Fitzgerald/Jack Schoolcraft,,FBW,PRE1997,a1cdd3b8e8
1989_worlds_golden,Open Team Freestyle,Open Team Freestyle,2,,Bruce Guettich/Greg Cortopassi,,FBW,PRE1997,0902659759
1989_worlds_golden,Open Team Freestyle,Open Team Freestyle,3,,Scott Cleere/Brent Welch,,FBW,PRE1997,5e60d67cc0
1989_worlds_golden,Open Sgls Consecutive,Open Sgls Consecutive,1,Andy Linder,,,FBW,PRE1997,7d648aa282
1989_worlds_golden,Open Sgls Consecutive,Open Sgls Consecutive,2,John Lind,,,FBW,PRE1997,dd2c751001
1989_worlds_golden,Open Sgls Consecutive,Open Sgls Consecutive,3,Greg Cortopassi,,,FBW,PRE1997,4c68812b66
1989_worlds_golden,Open Dbls Consecutive,Open Dbls Consecutive,1,,Jack Schoolcraft/Pat Castle,,FBW,PRE1997,5d6f336445
1989_worlds_golden,Open Dbls Consecutive,Open Dbls Consecutive,2,,Jon Lind/Dennis Ross,,FBW,PRE1997,206a30ad80
1989_worlds_golden,Open Dbls Consecutive,Open Dbls Consecutive,3,,Chris Ott/Dave Robinson,,FBW,PRE1997,8f2f80ce78
1990_worlds,Open Sgls Net,Open Sgls Net,1,Mag Hughes,,,FBW,PRE1997,faa81a8cb1
1990_worlds,Open Sgls Net,Open Sgls Net,2,Dave Robinson,,,FBW,PRE1997,dff0dd1f29
1990_worlds,Open Sgls Net,Open Sgls Net,3,Steve Fennell,,,FBW,PRE1997,8104ba4073
1990_worlds,Open Dbls Net,Open Dbls Net,1,,Kenny Shults/Mike Harding,,FBW,PRE1997,1e27753546
1990_worlds,Open Dbls Net,Open Dbls Net,2,,Dave Robinson/Jim Fitzgerald,,FBW,PRE1997,804aea02dc
1990_worlds,Open Dbls Net,Open Dbls Net,3,,Mag Hughes/Steve Fennell,,FBW,PRE1997,0c11c2f01e
1990_worlds,Women's Sgls Net,Women's Sgls Net,1,Tricia George,,,FBW,PRE1997,d6b8321c75
1990_worlds,Women's Sgls Net,Women's Sgls Net,2,Nancy Reynolds,,,FBW,PRE1997,a82d8f1155
1990_worlds,Women's Sgls Net,Women's Sgls Net,3,Jodi Sebastian,,,FBW,PRE1997,14ca27e641
1990_worlds,Women's Dbls Net,Women's Dbls Net,1,,Nancy Reynolds/Tricia George,,FBW,PRE1997,fdeed1090f
1990_worlds,Women's Dbls Net,Women's Dbls Net,2,,Constance Constable/Jodi Sebastian,,FBW,PRE1997,7377995890
1990_worlds,Women's Dbls Net,Women's Dbls Net,3,,Suzanne Beauchemin/Linda Burt,,FBW,PRE1997,8368a4b5d1
1990_worlds,Mixed Dbls Net,Mixed Dbls Net,1,,Tricia George/Dave Robinson,,FBW,PRE1997,2f1e302b14
1990_worlds,Mixed Dbls Net,Mixed Dbls Net,2,,Nancy Reynolds/Mag Hughes,,FBW,PRE1997,bc5976d437
1990_worlds,Mixed Dbls Net,Mixed Dbls Net,3,,Linda Burt/Kenny Shults,,FBW,PRE1997,4558c38350
1990_worlds,Open Sgls Freestyle,Open Sgls Freestyle,1,Kenny Shults,,,FBW,PRE1997,59df320d4a
1990_worlds,Open Sgls Freestyle,Open Sgls Freestyle,2,Brent Welch,,,FBW,PRE1997,2126a597d0
1990_worlds,Open Sgls Freestyle,Open Sgls Freestyle,3,Jim Fitzgerald,,,FBW,PRE1997,dab52e3910
1990_worlds,Open Team Freestyle,Open Team Freestyle,1,,Jim Fitzgerald/Jack Schoolcraft,,FBW,PRE1997,37f8febf08
1990_worlds,Open Team Freestyle,Open Team Freestyle,2,,Bruce Guettich/Greg Cortopassi,,FBW,PRE1997,38a20ae73c
1990_worlds,Open Team Freestyle,Open Team Freestyle,3,,Scott Cleere/Andy Linder,,FBW,PRE1997,866e822855
1990_worlds,Open Sgls Consecutive,Open Sgls Consecutive,1,Andy Linder,,,FBW,PRE1997,cb8e377361
1990_worlds,Open Sgls Consecutive,Open Sgls Consecutive,2,John Lind,,,FBW,PRE1997,79e7509cea
1990_worlds,Open Sgls Consecutive,Open Sgls Consecutive,3,Rick Reese,,,FBW,PRE1997,3034700fb7
1990_worlds,Open Dbls Consecutive,Open Dbls Consecutive,1,,Jack Schoolcraft/Pat Castle,,FBW,PRE1997,0676580b88
1990_worlds,Open Dbls Consecutive,Open Dbls Consecutive,2,,Jon Lind/Dennis Ross,,FBW,PRE1997,4e27b83bb9
1990_worlds,Open Dbls Consecutive,Open Dbls Consecutive,3,,Chris Ott/Dave Robinson,,FBW,PRE1997,30219b9a81
1991_worlds,Open Sgls Net,Open Sgls Net,1,Steve Fennell,,,FBW,PRE1997,9019364f74
1991_worlds,Open Sgls Net,Open Sgls Net,2,Dave Robinson,,,FBW,PRE1997,d3842dc538
1991_worlds,Open Sgls Net,Open Sgls Net,3,Jim Fitzgerald,,,FBW,PRE1997,d55ef28b6e
1991_worlds,Open Dbls Net,Open Dbls Net,1,,Dave Robinson/Jim Fitzgerald,,FBW,PRE1997,3437f51951
1991_worlds,Open Dbls Net,Open Dbls Net,2,,Kenny Shults/Mike Harding,,FBW,PRE1997,f46c486974
1991_worlds,Open Dbls Net,Open Dbls Net,3,,Mag Hughes/Steve Fennell,,FBW,PRE1997,677f6d8004
1991_worlds,Women's Sgls Net,Women's Sgls Net,1,Tricia George,,,FBW,PRE1997,a51bbf9d2e
1991_worlds,Women's Sgls Net,Women's Sgls Net,2,Nancy Reynolds,,,FBW,PRE1997,33028a5bbd
1991_worlds,Women's Sgls Net,Women's Sgls Net,3,Jodi Sebastian,,,FBW,PRE1997,ff7c357886
1991_worlds,Women's Dbls Net,Women's Dbls Net,1,,Nancy Reynolds/Tricia George,,FBW,PRE1997,f34a1645c0
1991_worlds,Women's Dbls Net,Women's Dbls Net,2,,Constance Constable/Jodi Sebastian,,FBW,PRE1997,5b3bb0ed25
1991_worlds,Women's Dbls Net,Women's Dbls Net,3,,Suzanne Beauchemin/Linda Burt,,FBW,PRE1997,80a6788945
