source_name,alt_name,add_value,showmove_id,source_url,notation,tags_summary,description,family_hint,category_hint
Dragonfly Kick,,2,22,http://www.footbag.org/newmoves/showmove/22,,[dex] [bod],,,compound
Fairy,,2,23,http://www.footbag.org/newmoves/showmove/23,TOE > SAME OUT [DEX] > OP TOE [DEL],[dex] [del],From a toe delay- circle the footbag from out to in and catch on the toe of the support leg.,,modifier
Flapper,,2,24,http://www.footbag.org/newmoves/showmove/24,,[xbd] [uns],,,unusual
Flying Clipper,,2,25,http://www.footbag.org/newmoves/showmove/25,,[bod] [xbd],,clipper,dex
Heel Delay,,2,27,http://www.footbag.org/newmoves/showmove/27,,[uns] [del],,,unusual
Hop Over,,2,28,http://www.footbag.org/newmoves/showmove/28,,[bod] [del],,,body
Illusion,,2,166,http://www.footbag.org/newmoves/showmove/166,SET > OP OUT [DEX] > OP TOE [DEL],[dex] [del],"From a toe or a clipper delay, set the bag straight up about waist high. As you plant your set leg, bring your support leg up and over the bag from out to in (a reverse miraging motion). Plant the dexterity leg and catch the bag on the toe of the setting foot.",,compound
Knee Clipper,,2,29,http://www.footbag.org/newmoves/showmove/29,,[bod] [xbd],,clipper,dex
Leg Over,,2,30,http://www.footbag.org/newmoves/showmove/30,SET > OP OUT [DEX] > SAME TOE [DEL],[dex] [del],"Pass the support leg over the footbag and catch on a delay. E.g., from a left toe stall, hop off the right leg and bring it over the top of the footbag and catch it on a right toe delay.",legover,compound
Mirage,,2,31,http://www.footbag.org/newmoves/showmove/31,SET > OP IN [DEX] > OP TOE [DEL],[dex] [del],"From a toe delay or a clipper delay, set the bag straight up, and swing the support leg from in to out over the footbag, catching it with the setting leg on a toe delay. The set from a clipper delay is easier once you know how to do a clipper. Note: with a toe-set mirage, the support leg has to first swing under, then back over the bag!",mirage,compound
Pendulum,,2,32,http://www.footbag.org/newmoves/showmove/32,,[del] [dex],,,compound
Pickup,,2,226,http://www.footbag.org/newmoves/showmove/226,SET > OP IN [DEX] > SAME TOE [DEL],[dex] [del],,,compound
Pincher (Squeeze),Squeeze,2,33,http://www.footbag.org/newmoves/showmove/33,,[uns] [del],,,unusual
Pixie,,2,34,http://www.footbag.org/newmoves/showmove/34,TOE > SAME IN [DEX] > OP TOE [DEL],[dex] [del],From a toe delay- circle the footbag from in to out and catch on the toe of the support leg.,,modifier
Probe,,2,35,http://www.footbag.org/newmoves/showmove/35,,[xbd] [del],,,dex
Rake,"actually, more to your side",2,36,http://www.footbag.org/newmoves/showmove/36,,[del] [dex],,,compound
Sole Delay,,2,37,http://www.footbag.org/newmoves/showmove/37,,[uns] [del],,,unusual
Toe Clipper,,2,38,http://www.footbag.org/newmoves/showmove/38,,[bod] [xbd],,clipper,dex
Walk Over,,2,39,http://www.footbag.org/newmoves/showmove/39,,[del] [dex],,,compound
Wrap,,2,40,http://www.footbag.org/newmoves/showmove/40,,[del] [dex],,,compound
Barrage,,3,41,http://www.footbag.org/newmoves/showmove/41,SET > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],[dex] [dex] [del],"A double dexterity mirage. Set from either clipper or toe, then quickly plant the setting leg and bring the support leg over the bag from in to out then over again to land to support a toe delay with the original setting foot.",,compound
Butterfly,,3,42,http://www.footbag.org/newmoves/showmove/42,SET > SAME or OP OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [xbd] [del],"A leg over straight to a clipper delay. E.g., from a right toe set the footbag up and slightly towards yourself. Hop off your right leg and pass your left leg over the footbag- delay the footbag with the inside surface of the right foot in a cross body position ie a clipper delay.",butterfly,compound
Butterfly Kick,,3,43,http://www.footbag.org/newmoves/showmove/43,SET > JUMP [BOD] > SAME or OP OUT [DEX] > OP CLIP [XBD],[bod] [dex] [xbd],"A leg over straight to a flying clipper. E.g., from a right toe delay, set the footbag straight up and slightly towards yourself. Hop off the right leg and pass the left leg over the footbag- Hit the footbag with the inside surface of the right foot and then in this case it is easiest to land on the left leg.",butterfly,compound
Flapper Delay,Cross-Body Sole Delay,3,53,http://www.footbag.org/newmoves/showmove/53,SET > FLAP [UNS] [XBD] [DEL],[xbd] [uns] [del],A cross body sole delay. It is easiest to get a flat surface if you point you knee straight down.,,unusual
Double Around the World,,3,44,http://www.footbag.org/newmoves/showmove/44,TOE > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL]orTOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],[dex] [dex] [del],Circle the footbag twice between toe delays. Pointing your toes down will prevent the circling leg from snagging the footbag as you come around for the second time.,atw,compound
Double Leg Over,,3,45,http://www.footbag.org/newmoves/showmove/45,SET > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],[dex] [dex] [del],A leg over straight after a mirage. The mirage can be set either from a clipper or a toe delay. From the set hop off the support leg then the setting leg and pass both over the footbag and finally catch the footbag with the setting foot on a toe delay.,legover,compound
Double Pickup,,3,48,http://www.footbag.org/newmoves/showmove/48,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],[dex] [dex] [del],"Basically an in to out double around the world set from a clipper delay. E.g., from a left clipper delay, set the bag just above waist height. Quickly plant the left leg and circle the footbag from in to out twice landing on right toe delay.",,compound
Double Switch-Over,,3,47,http://www.footbag.org/newmoves/showmove/47,SET > OP OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],[dex] [dex] [del],"A double dexterity legover. E.g., from a left toe delay, hop off the right leg and circle the footbag from out to in twice ending on a right toe delay.",,compound
Drifter,,3,50,http://www.footbag.org/newmoves/showmove/50,SET > OP IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [xbd] [del],"A miraging clipper delay. From a clipper- quickly plant the setting leg and bring the support leg over the bag from in to out and in one motion- keeping this leg close to the other leg- into a clipper delay on the other side. Or, setting from left toe, quickly plant the left leg and bring the right leg up and around the bag from in to out. Turn slightly in the direction of the dexterity (in this case, to the right) to help bring the right foot back around into the cross body position to end the move on a right foot clipper delay.",clipper,compound
Eclipse,jump,3,51,http://www.footbag.org/newmoves/showmove/51,SET > (jump) [BOD] > SAME or OP INSIDE [DEL] > OP OUT [DEX] > (land),[bod] [del] [dex],A hop-over performed in the air. Jump and imediately initiate an inside delay. Bring the jumping leg over the delaying leg and back down to the ground end in a clipper delay.,,compound
Osis,back or front,3,62,http://www.footbag.org/newmoves/showmove/62,SET > (back or front) SPIN [BOD] > SAME or OP CLIP [XBD] [DEL],[bod] [xbd] [del],"Spin into a clipper delay. It is easiest to set this from a clipper stall on the other foot or from a toe delay with the other foot, straight in front of you (not behind you). E.g., from a right toe set, set straight in front of you, about waist high, and turn to the left so the footbag passes behind your back... Keep your head down with your eyes on the footbag until just before it lands on the inside surface of your right foot. Then turn quickly to the left (counterclockwise) and catch the footbag on a clipper delay.",osis,dex
Reaper,,3,64,http://www.footbag.org/newmoves/showmove/64,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL].,[dex] [dex] [del],,,compound
Refraction,,3,65,http://www.footbag.org/newmoves/showmove/65,SET > OP INSIDE [DEL] > OP OUT [DEX] > OP CLIP [XBD],[bod] [xbd] [del],Start by inside delaying the footbag. Now while wrapping the footbag complete a 360 degree spin towards the support leg. Eliminate any pauses between the initial inside delay and spin to get the move looking nice and smooth.,,dex
Miraging Pincher,Stepping op Squeeze,3,63,http://www.footbag.org/newmoves/showmove/63,CLIP > OP IN [DEX] > OP PINCHER [UNS] [DEL],[dex] [uns] [del],Eg. From a right clipper delay- pass the left leg over the footbag and twist your hips enabling your right leg to catch the footbag in a squeeze.,,compound
Swirl,,3,70,http://www.footbag.org/newmoves/showmove/70,CLIP > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],[dex] [xbd] [del],Cross Body inside around the world. The BACK dexterity is performed by bringing the foot around the bag from the back and then up and over the top.,,compound
Flail,Symposium Illusion,3,196,http://www.footbag.org/newmoves/showmove/196,SET > (no plant while) [BOD] OP OUT [DEX] > OP TOE [DEL],[bod] [dex] [del],Eg. From a right toe delay- jump hard off the support leg and circle the footbag from out to in quickly planting the left leg again. Scoop the footbag up before it hits the ground with the setting foot which never touches the ground.,,compound
Triple Spin,,3,76,http://www.footbag.org/newmoves/showmove/76,,[bod] [bod] [bod],,,body
Whirl,,3,77,http://www.footbag.org/newmoves/showmove/77,SET > OP IN [DEX] > OP CLIP [XBD] [DEL],[dex] [xbd] [del],"From either a clipper or a toe delay, set the footbag up- then with the support leg circle the footbag from the front up and over the footbag. Hop off of the original setting leg as you finish the dexterity and catch the bag on a clipper delay. It is easiest to point your toes down as you circle the bag because this makes it faster and less likely to snag the bag as you circle it.",whirl,compound
Omelette,Atomic Illusion,3,61,http://www.footbag.org/newmoves/showmove/61,TOE > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],[dex] [dex] [del],"An out to in Mirage followed by another out to in Mirage with the opposite leg - a reverse miraging reverse mirage. Eg. From a right toe delay, hopping off the left leg, bring the left leg around the bag from out to in to land to support an out to in mirage by the right foot ending on a left toe delay.",,compound
Eggbeater,Atomic Legover,3,52,http://www.footbag.org/newmoves/showmove/52,TOE > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],[dex] [dex] [del],"An atomic-set leg-over. E.g., from a right toe delay, hopping off the left leg, bring the left leg around the bag from out to in to land to support an out to in leg over by the right foot.",legover,compound
Atom Smasher,Atomic Mirage,3,68,http://www.footbag.org/newmoves/showmove/68,TOE > OP OUT [DEX] > OP IN [DEX] > OP TOE [DEL],[dex] [dex] [del],Basically a reverse miraging mirage. Eg. From a right toe delay- hopping off the left leg- bring the left leg around the bag from out to in to land to support a right inside out mirage and finally the left leg completes the move by landing a left toe delay.,mirage,compound
Scrambled Eggbeater,Atomic Pickup,3,67,http://www.footbag.org/newmoves/showmove/67,TOE > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],[dex] [dex] [del],A reverse miraging in to out legover. Eg. From a right toe delay- hopping off the left leg- bring the left leg around the bag from out to in to land to support a right in to out legover. *Scrambled simply means that the direction of the second dexterity is reversed.,legover,compound
Double Fairy,,3,73,http://www.footbag.org/newmoves/showmove/73,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],[dex] [dex] [del],Set from right toe. Quickly circle the bag from out to in twice. End the move by catching the bag on a left toe delay.,,compound
Fairy Clipper,,3,198,http://www.footbag.org/newmoves/showmove/198,TOE > SAME OUT [DEX] > SAME CLIP [XBD] [DEL],[dex] [xbd] [del],"from a left toe set, quickly circle the bag from out to in with the left foot. End the move by catching the bag on a left foot clipper.",clipper,compound
Fudge,Fairy Illusion,3,228,http://www.footbag.org/newmoves/showmove/228,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],[dex] [dex] [del],,,compound
Fear,Fairy Mirage,3,57,http://www.footbag.org/newmoves/showmove/57,TOE > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL],[dex] [dex] [del],,,compound
Reverse Magellan,Fairy Same Pickup,3,207,http://www.footbag.org/newmoves/showmove/207,TOE > SAME OUT [DEX] (plant) > SAME IN [DEX] > SAME TOE [DEL],[dex] [dex] [del],,,compound
Fairy Same Side Mirage,plant,3,199,http://www.footbag.org/newmoves/showmove/199,TOE > SAME OUT [DEX] (plant) > SAME IN [DEX] > OP TOE [DEL],[dex] [dex] [del],,mirage,compound
Inspinning Same Side Illusion,front,3,275,http://www.footbag.org/newmoves/showmove/275,CLIP > (front) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL]orTOE > (front) SPIN [BOD] > SAME OUT [DEX] > OP TOE [DEL],[bod] [dex] [del],,,compound
Inspinning Same Side Mirage,front,3,273,http://www.footbag.org/newmoves/showmove/273,CLIP > (front) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL]orTOE > (front) SPIN [BOD] > SAME IN [DEX] > OP TOE [DEL],[bod] [dex] [del],,mirage,compound
Terrage,Double Pixie,3,74,http://www.footbag.org/newmoves/showmove/74,TOE > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL].,[dex] [dex] [del],A double pixie. Eg. Set with right toe. Circle the footbag from in to out twice landing on a left toe delay.,,compound
Smudge,Pixie Illusion,3,69,http://www.footbag.org/newmoves/showmove/69,TOE > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL],[dex] [dex] [del],Basically the reverse dexterity version of Smear (pixie mirage). Eg. Set the footbag with your right toe- execute a right leg in to out dexterity- then a left leg out to in dexterity- then delay the footbag on your right toe.,,compound
Smear,Pixie Mirage,3,60,http://www.footbag.org/newmoves/showmove/60,TOE > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL],[dex] [dex] [del],"Pixie the footbag straight to a mirage. E.g., from a right toe delay circle the footbag from in to out. Hop off the left leg and bring it around the footbag - from in to out - then hop off the right leg and toe delay the footbag on the setting leg.",mirage,compound
Pixie Opposite Clipper,,3,197,http://www.footbag.org/newmoves/showmove/197,TOE > SAME IN [DEX] > OP CLIP [XBD] [DEL],[dex] [xbd] [del],"From a left toe set, perform a quick in to out dexterity with the setting leg. End by catching the bag on a right foot clipper.",clipper,compound
Pixie Same Clipper,,3,46,http://www.footbag.org/newmoves/showmove/46,TOE > SAME IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [xbd] [del],"From a left toe set, perform a quick in to out dexterity with the setting leg. End by catching the bag on a left foot clipper.",clipper,compound
Magellan,Pixie Same Legover,3,206,http://www.footbag.org/newmoves/showmove/206,TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > SAME TOE [DEL],[dex] [dex] [del],,,compound
Pixie Same Side Illusion,plant,3,66,http://www.footbag.org/newmoves/showmove/66,TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > OP TOE [DEL],[dex] [dex] [del],"From a right toe, perform a quick in to out dexterity (pixie) and touch the ground with your right foot. Then, come back around the bag from out to in ending on a left toe delay.",,compound
Pogo Pickup,NO PLANT WHILE,3,130,http://www.footbag.org/newmoves/showmove/130,CLIP > (NO PLANT WHILE) OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],[dex] [dex] [del],,,compound
Toe Blizzard,Quantum Illusion,3,201,http://www.footbag.org/newmoves/showmove/201,TOE > OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],[dex] [dex] [del],Basically a miraging reverse mirage. Eg. Start from a right toe delay. Set the bag up and immediately start to bring your left leg up and over the bag from in to out. Plant your left leg and quickly jump off of your right leg to execute an out to in dexterity. End the move by catching the bag on your left toe.,,compound
Toe Blur,Quantum Mirage,3,75,http://www.footbag.org/newmoves/showmove/75,TOE > OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],[dex] [dex] [del],Basically two consecutive in to out mirages. Eg. Right toe set- left leg in to out dexterity- right leg in to out dexterity- left toe delay.,mirage,compound
Merkon,Spinning Legover,3,205,http://www.footbag.org/newmoves/showmove/205,CLIP > (back) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL] or TOE > (back) SPIN [BOD] > SAME OUT [DEX] > SAME TOE [DEL],[bod] [dex] [del],,,compound
Spinning Pickup,back,3,211,http://www.footbag.org/newmoves/showmove/211,CLIP > (back) SPIN [BOD] > OP IN [DEX] > SAME TOE [DEL] or TOE > (back) SPIN [BOD] > SAME IN [DEX] > SAME TOE [DEL],[bod] [dex] [del],,,compound
Spyro Illusion,back,3,213,http://www.footbag.org/newmoves/showmove/213,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP TOE [DEL] or TOE > (back) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL],[bod] [dex] [del],,,compound
Paralax,Spyro Legover,3,210,http://www.footbag.org/newmoves/showmove/210,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME TOE [DEL] or TOE > (back) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL],[bod] [dex] [del],,,compound
Spyro Mirage,back,3,212,http://www.footbag.org/newmoves/showmove/212,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP TOE [DEL] or TOE > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],[bod] [dex] [del],,mirage,compound
Pandora,Spyro Pickup,3,49,http://www.footbag.org/newmoves/showmove/49,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME TOE [DEL] or TOE > (back) SPIN [BOD] > OP IN [DEX] > SAME TOE [DEL],[bod] [dex] [del],,,compound
Tapping Illusion,plant,3,268,http://www.footbag.org/newmoves/showmove/268,TOE > OP OUT [DEX] (plant) > SAME OUT [DEX] > OP TOE [DEL],[dex] [dex] [del],,,compound
Tapping Legover,plant,3,55,http://www.footbag.org/newmoves/showmove/55,TOE > OP OUT [DEX] (plant) > SAME OUT [DEX] > SAME TOE [DEL],[dex] [dex] [del],,legover,compound
Tap,Tapping Mirage,3,72,http://www.footbag.org/newmoves/showmove/72,TOE > OP OUT [DEX] (plant) > SAME IN [DEX] > OP TOE [DEL],[dex] [dex] [del],Eg. From a right toe delay- set the bag straight up- then quickly bring your left leg over the bag from out to in- to tap the ground on the right side of the bag- before bringing the same leg back over the bag from in to out- ending on a right toe delay.,,compound
Barfly,,4,78,http://www.footbag.org/newmoves/showmove/78,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],From a clipper delay set- bring the setting leg straight from the clipper around the footbag from out to in twice. Hop off the support leg as your bring the setting leg down to a clipper delay with the support leg.,,compound
Blender,back,4,80,http://www.footbag.org/newmoves/showmove/80,SET > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],[dex] [bod] [xbd] [del],A whirling osis. Begin like a whirl but then bail to an osis. Eg. From a right clipper delay- whirl over the footbag with the left leg but don't put it down- instead turn out of the move scooping the bag into a left osis.,blender,compound
Butterfly Swirl,,4,91,http://www.footbag.org/newmoves/showmove/91,SET > SAME/OP OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],Same as butterfly delay except instead of just catching the footbag on a clipper- complete a cross body inside around the world (swirl) delay straight after the leg over.,butterfly,compound
Double Around the World Heel,,4,94,http://www.footbag.org/newmoves/showmove/94,TOE > SAME IN/OUT [DEX] > SAME IN/OUT [DEX] > SAME HEEL [UNS] [DEL],[dex] [dex] [uns] [del],A double around the world ending in a heel delay.,atw,compound
Double-Over Down,,4,97,http://www.footbag.org/newmoves/showmove/97,TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],From a toe delay circle the footbag from out to in twice and catch the footbag on the opposite leg clipper. Eg. From a right toe delay- set the bag straight up and circle the bag twice from out to in- hop off the left leg as your bring the right leg down and catch on a left leg clipper delay.,,compound
Down Double-Down,,4,98,http://www.footbag.org/newmoves/showmove/98,CLIP > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],Two out-to-in dexterities in between 2 same-side clipper delays. Eg. Right clipper delay- set the bag straight up and circle it twice from out to in- then delay the footbag on your right clipper again.,,compound
Dyno,back,4,105,http://www.footbag.org/newmoves/showmove/105,SET > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],[dex] [bod] [xbd] [del],Eg. a blender but the dexterity direction is the other way.,,compound
High Plains Drifter,,4,112,http://www.footbag.org/newmoves/showmove/112,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],Eg. From right clipper delay- quickly plant the right clipper and circle the bag from in to out twice with the left leg and then delay on the left clipper.,clipper,compound
Hop Over Swirl,JUMP,4,113,http://www.footbag.org/newmoves/showmove/113,INSIDE > (JUMP) [BOD] > OP SWIRL [DEX] > SAME CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],A hopping over inside around the world delay. Holding an inside delay close to the ground- the support leg jumps the suspended footbag as the other leg sets the footbag around 4 inches straight up and completes an inside around the world delay which results in ending in a clipper delay position.,,compound
Leg-Over Flapper Stall,,4,115,http://www.footbag.org/newmoves/showmove/115,TOE > OP OUT [DEX] > OP SOLE [XBD] [UNS] [DEL],[dex] [uns] [xbd] [del],Identical to a butterfly delay except catch the bag on a flapper delay instead of a clipper delay.,,compound
Miraging Eclipse,JUMP,4,106,http://www.footbag.org/newmoves/showmove/106,SET > OP IN [DEX] > (JUMP) [BOD] > OP INSIDE [DEL] > OP OUT [DEX] > (LAND),[dex] [bod] [del] [dex],A mirage into an eclipse. Eg. Set the footbag from a right clipper and do an in to out dexterity with your left leg. Then jump and straight after initiate an inside delay. Bring the jumping leg over the delaying leg and back down to the ground.,,compound
Paradon,,4,120,http://www.footbag.org/newmoves/showmove/120,TOE > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],Same as double over down except set from one leg and circle with the other. Eg. From a right toe delay- set the bag across slightly and circle the bag twice from out to in with your left leg- hop off the right leg as your bring the left leg down and catch on a right leg clipper delay.,,compound
Paradox Barrage,,4,79,http://www.footbag.org/newmoves/showmove/79,CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL],[pdx] [dex] [dex] [del],Eg. From a right foot clipper delay- circle the bag with the right foot from in to out twice then end on a left foot toe delay.,,compound
Paradox Blizzard,,4,82,http://www.footbag.org/newmoves/showmove/82,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL].,[pdx] [dex] [dex] [del],,,compound
Paradox Blur,,4,84,http://www.footbag.org/newmoves/showmove/84,CLIP > SAME IN [PDX] [DEX] > OP IN [DEX] > OP TOE [DEL],[pdx] [dex] [dex] [del],Eg. From a left foot clipper stall- bring the left leg around the support leg and around the bag from in to out completing the 'S' shape. Then hop off your right leg and bring it around the bag from in to out landing a left toe delay.,mirage,compound
Paradox Double Leg Over,,4,95,http://www.footbag.org/newmoves/showmove/95,CLIP > SAME IN [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],[pdx] [dex] [dex] [del],Eg. Set from a left foot clipper delay- do a left leg in to out dexterity- then a right leg out to in dexterity and catch the footbag on a right toe delay. This is a paradox mirage with an extra legover at the end.,legover,compound
Royale,Paradox Reverse Drifter,4,231,http://www.footbag.org/newmoves/showmove/231,CLIP > SAME OUT [PDX] [DEX] > SAME CLIP [XBD] [DEL],[pdx] [dex] [xbd] [del],,,compound
Paradox Symposium Mirage,plant,4,119,http://www.footbag.org/newmoves/showmove/119,CLIP (plant) > (no plant while) SAME IN [PDX] [BOD] [DEX] > OP TOE [DEL],[pdx] [bod] [dex] [del],"Eg. Set the footbag from your right foot clipper and switch your support leg (raise your left leg as you plant the right foot). Then, without planting the left foot, hop off of the right leg bringing it up and over the bag from in to out ending on a left toe delay.",mirage,compound
Paradox Whirl,,4,144,http://www.footbag.org/newmoves/showmove/144,CLIP > SAME IN [PDX] [DEX] > OP CLIP [XBD] [DEL],[pdx] [dex] [xbd] [del],A whirl delay that is set from one clipper delay and caught on the other. Set the bag so it moves across the front of your body and bring the setting leg from behind the support leg- and without putting this leg down- begin the whirl motion and end on a clipper using the other leg to do the delay.,whirl,compound
Ripstein,Double Swirl,4,124,http://www.footbag.org/newmoves/showmove/124,CLIP > SAME FRONT/BACK SWIRL [DEX] > SAME FRONT/BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],"Basically a double swirl. Eg. Set the bag on a right clipper- while in the cross body position, circle the footbag twice (in either direction) and catch it on the same side clipper delay.",,compound
Symposium Double Leg Over,no plant while,4,96,http://www.footbag.org/newmoves/showmove/96,SET > (no plant while) OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],[bod] [dex] [dex] [del],Eg. From a right toe delay- jump with both legs going over the footbag and ending on another right toe delay. Note make sure both legs go over the footbag and you do not jump around the bag.,legover,compound
Symposium Eggbeater,no plant while,4,109,http://www.footbag.org/newmoves/showmove/109,SET > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],[bod] [dex] [dex] [del],,legover,compound
Symposium Reverse Whirl,no plant while,4,89,http://www.footbag.org/newmoves/showmove/89,SET > (no plant while) OP OUT [BOD] [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],"Identical to the symposium whirl delay but you circle the footbag the other way. Eg. From a right clipper delay jump hard off the left leg and bring it over the footbag from the back up and over without putting the right leg down. Land back on the left leg. The dexterity motion comes from the knee (as in a whirl), not from the hip (as in butterfly).",whirl,compound
Symposium Whirl,no plant while,4,146,http://www.footbag.org/newmoves/showmove/146,SET > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],[bod] [dex] [xbd] [del],Identical to the whirl delay but you never put the setting leg down. Eg. From a right clipper delay jump hard off the left leg and bring it over the footbag from the front up and over without putting the right leg down. Land back on the left leg.,whirl,compound
Terraging Opposite Clipper,,4,288,http://www.footbag.org/newmoves/showmove/288,TOE > SAME IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,clipper,compound
Terraging Same Clipper,,4,287,http://www.footbag.org/newmoves/showmove/287,TOE > SAME IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,clipper,compound
Toe Double Drifter,,4,133,http://www.footbag.org/newmoves/showmove/133,TOE > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,clipper,compound
Toe Whirr,,4,137,http://www.footbag.org/newmoves/showmove/137,TOE > OP IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],,,compound
Triage,,4,139,http://www.footbag.org/newmoves/showmove/139,SET > OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],[dex] [dex] [dex] [del],A triple dexterity mirage.,,compound
Triple Around The World,,4,140,http://www.footbag.org/newmoves/showmove/140,TOE > SAME IN/OUT [DEX] > SAME IN/OUT [DEX] > SAME IN/OUT [DEX] > SAME TOE [DEL],[dex] [dex] [dex] [del],Circle the footbag three times inbetween toe delays.,atw,compound
Twirl,BACK,4,122,http://www.footbag.org/newmoves/showmove/122,CLIP > SAME FRONT/BACK SWIRL [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL],[dex] [bod] [xbd] [del],A swirling osis where the swirl is done with the opposite leg as the osis. Similar to a dyno except the swirl is done with the other foot. Eg. From a right clipper delay complete an inside cross body around the world. Just as your leg is heading back down to the ground- hop off the left leg- turn out of the move scooping the bag into a left osis.,,compound
Whirling Swirl,,4,147,http://www.footbag.org/newmoves/showmove/147,CLIP > OP IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],A whirl delay followed by a swirl. Eg. From a right clipper delay plant the right leg and bring the left leg over the bag from the front up and around to land this leg back in its original clipper position. After this leg has circled the bag and is racing to the ground hop off the right leg and complete an inside around the world before using this leg to finish on a clipper delay.,whirl,compound
Whirr,,4,148,http://www.footbag.org/newmoves/showmove/148,SET > OP IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],A double whirl. Eg. Right clipper set- circle the bag twice in the whirling direction- back to a right clipper delay.,,compound
S&M Smasher,Atomic Barrage,4,126,http://www.footbag.org/newmoves/showmove/126,TOE > OP OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],[dex] [dex] [dex] [del],A reverse miraging double mirage.,,compound
Legbeater,Atomic Butterfly,4,116,http://www.footbag.org/newmoves/showmove/116,TOE > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],[dex] [dex] [xbd] [del],A reverse direction mirage before a butterfly delay. Eg. From a right toe set- do a left leg out to in mirage- then a butterfly ending in a left clipper.,,compound
